shared name	FOLDCHANGE	PVALUE
AT1G08080 (REPRESSED:PCHX) AT4G16141	-0.8	3.3E-03
AT1G08190 (REPRESSED:PCHX) AT4G16141	-0.3	6.4E-02
AT1G08280 (REPRESSED:PCHX) AT4G16141	-0.5	8.3E-02
AT1G08340 (INDUCED:PCHX) AT4G16141	0.6	5.3E-02
AT1G08770 (REPRESSED:PCHX) AT4G16141	-0.5	5.2E-02
AT1G08830 (REPRESSED:PCHX) AT4G16141	-0.3	4.0E-02
AT1G09230 (INDUCED:PCHX) AT4G16141	0.4	8.9E-02
AT1G09430 (REPRESSED:PCHX) AT4G16141	-0.6	6.2E-07
AT1G09970 (REPRESSED:PCHX) AT4G16141	-0.3	8.1E-02
AT1G10480 (REPRESSED:PCHX) AT4G16141	-0.3	6.1E-02
AT1G10670 (REPRESSED:PCHX) AT4G16141	-0.3	6.6E-02
AT1G10760 (INDUCED:PCHX) AT4G16141	0.4	3.0E-02
AT1G10840 (INDUCED:PCHX) AT4G16141	0.3	4.9E-02
AT1G11000 (INDUCED:PCHX) AT4G16141	1.0	1.8E-09
AT1G12000 (REPRESSED:PCHX) AT4G16141	-0.3	2.5E-02
AT1G12040 (INDUCED:PCHX) AT4G16141	1.1	1.9E-06
AT1G12140 (REPRESSED:PCHX) AT4G16141	-0.3	9.2E-02
AT1G12200 (REPRESSED:PCHX) AT4G16141	-0.4	9.3E-03
AT1G12560 (INDUCED:PCHX) AT4G16141	1.1	8.0E-06
AT1G12740 (INDUCED:PCHX) AT4G16141	1.2	2.6E-07
AT1G12840 (REPRESSED:PCHX) AT4G16141	-0.3	4.0E-02
AT1G13030 (INDUCED:PCHX) AT4G16141	0.5	2.0E-02
AT1G13260 (REPRESSED:PCHX) AT4G16141	-0.4	1.1E-03
AT1G13340 (REPRESSED:PCHX) AT4G16141	-0.4	1.4E-03
AT1G13440 (REPRESSED:PCHX) AT4G16141	-0.3	1.8E-02
AT1G13560 (INDUCED:PCHX) AT4G16141	0.3	4.2E-02
AT1G14040 (REPRESSED:PCHX) AT4G16141	-0.6	2.3E-09
AT1G14330 (REPRESSED:PCHX) AT4G16141	-0.3	7.1E-02
AT1G14540 (REPRESSED:PCHX) AT4G16141	-0.5	2.0E-07
AT1G14890 (REPRESSED:PCHX) AT4G16141	-0.6	1.1E-05
AT1G15130 (REPRESSED:PCHX) AT4G16141	-0.3	5.1E-02
AT1G15270 (REPRESSED:PCHX) AT4G16141	-0.3	8.8E-02
AT1G15550 (INDUCED:PCHX) AT4G16141	0.7	1.4E-02
AT1G15580 (INDUCED:PCHX) AT4G16141	0.6	7.8E-02
AT1G15750 (INDUCED:PCHX) AT4G16141	0.4	3.9E-03
AT1G15950 (REPRESSED:PCHX) AT4G16141	-0.4	7.5E-02
AT1G16380 (REPRESSED:PCHX) AT4G16141	-0.4	6.6E-02
AT1G16900 (INDUCED:PCHX) AT4G16141	0.4	5.1E-02
AT1G17145 (INDUCED:PCHX) AT4G16141	0.3	2.3E-02
AT1G17190 (INDUCED:PCHX) AT4G16141	1.1	5.8E-19
AT1G17220 (INDUCED:PCHX) AT4G16141	0.4	4.3E-02
AT1G17340 (INDUCED:PCHX) AT4G16141	0.3	1.2E-02
AT1G17420 (REPRESSED:PCHX) AT4G16141	-0.2	8.2E-02
AT1G17460 (INDUCED:PCHX) AT4G16141	0.5	1.8E-02
AT1G18570 (REPRESSED:PCHX) AT4G16141	-0.3	5.4E-02
AT1G18710 (INDUCED:PCHX) AT4G16141	1.4	9.4E-15
AT1G18720 (REPRESSED:PCHX) AT4G16141	-0.3	2.6E-02
AT1G19180 (REPRESSED:PCHX) AT4G16141	-0.2	5.1E-02
AT1G19210 (REPRESSED:PCHX) AT4G16141	-0.4	1.5E-03
AT1G19220 (REPRESSED:PCHX) AT4G16141	-0.5	9.7E-05
AT1G21120 (REPRESSED:PCHX) AT4G16141	-0.5	5.4E-03
AT1G21130 (REPRESSED:PCHX) AT4G16141	-0.4	6.8E-03
AT1G21310 (INDUCED:PCHX) AT4G16141	0.3	3.8E-02
AT1G21600 (INDUCED:PCHX) AT4G16141	0.7	2.1E-02
AT1G21670 (INDUCED:PCHX) AT4G16141	0.5	6.0E-02
AT1G21850 (INDUCED:PCHX) AT4G16141	0.6	1.2E-02
AT1G22300 (REPRESSED:PCHX) AT4G16141	-0.3	2.7E-02
AT1G22400 (INDUCED:PCHX) AT4G16141	0.6	3.6E-02
AT1G22410 (REPRESSED:PCHX) AT4G16141	-0.5	2.0E-04
AT1G22885 (REPRESSED:PCHX) AT4G16141	-0.7	1.2E-03
AT1G22890 (REPRESSED:PCHX) AT4G16141	-0.7	8.4E-05
AT1G23280 (INDUCED:PCHX) AT4G16141	0.5	5.8E-02
AT1G23710 (REPRESSED:PCHX) AT4G16141	-0.4	1.0E-03
AT1G23720 (INDUCED:PCHX) AT4G16141	0.8	4.8E-05
AT1G23730 (INDUCED:PCHX) AT4G16141	0.6	8.5E-02
AT1G24735 (INDUCED:PCHX) AT4G16141	0.6	6.1E-02
AT1G25260 (INDUCED:PCHX) AT4G16141	0.4	9.7E-02
AT1G25400 (REPRESSED:PCHX) AT4G16141	-0.3	4.7E-03
AT1G26550 (REPRESSED:PCHX) AT4G16141	-0.4	5.4E-03
AT1G26630 (REPRESSED:PCHX) AT4G16141	-0.3	4.0E-02
AT1G26690 (REPRESSED:PCHX) AT4G16141	-0.4	8.0E-02
AT1G26820 (INDUCED:PCHX) AT4G16141	0.5	9.3E-02
AT1G26960 (INDUCED:PCHX) AT4G16141	0.8	7.4E-03
AT1G27290 (REPRESSED:PCHX) AT4G16141	-0.4	6.3E-03
AT1G27310 (REPRESSED:PCHX) AT4G16141	-0.4	7.6E-02
AT1G27450 (REPRESSED:PCHX) AT4G16141	-0.4	3.5E-02
AT1G27950 (INDUCED:PCHX) AT4G16141	1.0	2.5E-04
AT1G27960 (INDUCED:PCHX) AT4G16141	0.5	3.6E-02
AT1G28110 (REPRESSED:PCHX) AT4G16141	-0.6	8.6E-03
AT1G28130 (INDUCED:PCHX) AT4G16141	0.5	7.7E-02
AT1G28135 (INDUCED:PCHX) AT4G16141	0.5	8.4E-02
AT1G28290 (INDUCED:PCHX) AT4G16141	1.3	2.2E-07
AT1G29470 (REPRESSED:PCHX) AT4G16141	-0.4	4.5E-02
AT1G29860 (REPRESSED:PCHX) AT4G16141	-0.4	2.0E-02
AT1G29940 (INDUCED:PCHX) AT4G16141	0.3	4.3E-02
AT1G30200 (REPRESSED:PCHX) AT4G16141	-0.3	6.4E-02
AT1G30240 (INDUCED:PCHX) AT4G16141	0.5	2.5E-02
AT1G30400 (INDUCED:PCHX) AT4G16141	0.7	1.5E-11
AT1G30700 (REPRESSED:PCHX) AT4G16141	-0.5	4.2E-04
AT1G30750 (REPRESSED:PCHX) AT4G16141	-0.8	5.3E-08
AT1G30850 (INDUCED:PCHX) AT4G16141	0.8	1.2E-03
AT1G30870 (INDUCED:PCHX) AT4G16141	0.9	1.1E-05
AT1G31420 (INDUCED:PCHX) AT4G16141	0.3	9.2E-02
AT1G31660 (INDUCED:PCHX) AT4G16141	0.4	7.3E-02
AT1G31780 (REPRESSED:PCHX) AT4G16141	-0.4	9.3E-02
AT1G31950 (INDUCED:PCHX) AT4G16141	0.7	8.5E-03
AT1G32170 (REPRESSED:PCHX) AT4G16141	-0.3	9.5E-02
AT1G32190 (INDUCED:PCHX) AT4G16141	0.7	1.4E-02
AT1G32350 (INDUCED:PCHX) AT4G16141	0.3	7.4E-02
AT1G32560 (INDUCED:PCHX) AT4G16141	0.6	3.5E-02
AT1G32700 (REPRESSED:PCHX) AT4G16141	-0.3	3.6E-02
AT1G32790 (REPRESSED:PCHX) AT4G16141	-0.4	1.9E-02
AT1G32920 (REPRESSED:PCHX) AT4G16141	-0.4	1.2E-03
AT1G33400 (INDUCED:PCHX) AT4G16141	0.4	6.6E-02
AT1G33410 (INDUCED:PCHX) AT4G16141	0.3	8.8E-02
AT1G33590 (REPRESSED:PCHX) AT4G16141	-0.6	3.1E-06
AT1G35190 (REPRESSED:PCHX) AT4G16141	-0.4	2.6E-04
AT1G35230 (REPRESSED:PCHX) AT4G16141	-0.4	6.7E-03
AT1G35720 (REPRESSED:PCHX) AT4G16141	-0.6	2.3E-06
AT1G36060 (INDUCED:PCHX) AT4G16141	0.7	4.3E-03
AT1G37130 (REPRESSED:PCHX) AT4G16141	-0.4	1.5E-03
AT1G44100 (REPRESSED:PCHX) AT4G16141	-0.3	5.6E-02
AT1G45110 (INDUCED:PCHX) AT4G16141	0.6	7.4E-02
AT1G45130 (REPRESSED:PCHX) AT4G16141	-0.5	8.2E-03
AT1G45145 (REPRESSED:PCHX) AT4G16141	-0.4	8.8E-03
AT1G45688 (REPRESSED:PCHX) AT4G16141	-0.5	3.2E-04
AT1G47250 (REPRESSED:PCHX) AT4G16141	-0.6	5.7E-02
AT1G47260 (REPRESSED:PCHX) AT4G16141	-0.4	2.6E-02
AT1G47420 (REPRESSED:PCHX) AT4G16141	-0.3	3.3E-02
AT1G47710 (REPRESSED:PCHX) AT4G16141	-0.6	1.6E-04
AT1G48850 (REPRESSED:PCHX) AT4G16141	-0.6	2.0E-05
AT1G48920 (INDUCED:PCHX) AT4G16141	0.3	1.2E-02
AT1G48930 (INDUCED:PCHX) AT4G16141	0.7	8.7E-04
AT1G49240 (REPRESSED:PCHX) AT4G16141	-0.3	3.9E-02
AT1G49310 (REPRESSED:PCHX) AT4G16141	-0.5	6.9E-02
AT1G49450 (REPRESSED:PCHX) AT4G16141	-0.5	4.3E-02
AT1G49500 (INDUCED:PCHX) AT4G16141	0.6	1.4E-03
AT1G49530 (INDUCED:PCHX) AT4G16141	0.3	4.1E-02
AT1G49540 (INDUCED:PCHX) AT4G16141	0.4	5.0E-02
AT1G49760 (INDUCED:PCHX) AT4G16141	0.4	3.4E-02
AT1G50560 (INDUCED:PCHX) AT4G16141	0.4	4.9E-02
AT1G50670 (REPRESSED:PCHX) AT4G16141	-0.4	7.6E-02
AT1G50740 (REPRESSED:PCHX) AT4G16141	-0.5	1.0E-06
AT1G50750 (REPRESSED:PCHX) AT4G16141	-0.4	2.0E-02
AT1G50840 (INDUCED:PCHX) AT4G16141	0.4	2.9E-02
AT1G50920 (INDUCED:PCHX) AT4G16141	0.4	3.2E-03
AT1G51160 (REPRESSED:PCHX) AT4G16141	-0.4	8.9E-02
AT1G51680 (REPRESSED:PCHX) AT4G16141	-0.7	1.2E-06
AT1G51690 (REPRESSED:PCHX) AT4G16141	-0.3	8.1E-02
AT1G52930 (INDUCED:PCHX) AT4G16141	0.5	4.1E-02
AT1G52980 (INDUCED:PCHX) AT4G16141	0.3	9.2E-02
AT1G53280 (REPRESSED:PCHX) AT4G16141	-0.4	4.0E-02
AT1G53700 (INDUCED:PCHX) AT4G16141	0.7	2.0E-02
AT1G53830 (INDUCED:PCHX) AT4G16141	0.8	8.9E-04
AT1G53990 (INDUCED:PCHX) AT4G16141	0.5	7.5E-02
AT1G54120 (INDUCED:PCHX) AT4G16141	1.2	1.3E-09
AT1G54890 (REPRESSED:PCHX) AT4G16141	-0.7	1.8E-07
AT1G54970 (INDUCED:PCHX) AT4G16141	0.9	1.2E-03
AT1G55020 (INDUCED:PCHX) AT4G16141	0.3	4.4E-02
AT1G55360 (REPRESSED:PCHX) AT4G16141	-0.5	2.7E-02
AT1G55850 (INDUCED:PCHX) AT4G16141	0.8	7.4E-10
AT1G56110 (INDUCED:PCHX) AT4G16141	0.3	4.5E-02
AT1G56150 (REPRESSED:PCHX) AT4G16141	-0.4	7.5E-03
AT1G56340 (REPRESSED:PCHX) AT4G16141	-0.6	6.0E-05
AT1G57820 (INDUCED:PCHX) AT4G16141	0.7	1.1E-02
AT1G58200 (REPRESSED:PCHX) AT4G16141	-0.3	9.6E-02
AT1G59620 (REPRESSED:PCHX) AT4G16141	-0.5	5.9E-03
AT1G59740 (REPRESSED:PCHX) AT4G16141	-0.6	4.5E-08
AT1G59870 (REPRESSED:PCHX) AT4G16141	-0.4	2.0E-03
AT1G59900 (REPRESSED:PCHX) AT4G16141	-0.3	2.0E-02
AT1G60140 (REPRESSED:PCHX) AT4G16141	-0.3	1.1E-02
AT1G60710 (REPRESSED:PCHX) AT4G16141	-0.3	1.1E-02
AT1G60850 (INDUCED:PCHX) AT4G16141	0.5	3.0E-02
AT1G61120 (INDUCED:PCHX) AT4G16141	0.7	9.1E-04
AT1G61240 (INDUCED:PCHX) AT4G16141	0.5	6.1E-03
AT1G61360 (REPRESSED:PCHX) AT4G16141	-0.5	7.3E-04
AT1G61610 (REPRESSED:PCHX) AT4G16141	-0.5	1.1E-02
AT1G61660 (REPRESSED:PCHX) AT4G16141	-0.8	7.0E-13
AT1G61740 (REPRESSED:PCHX) AT4G16141	-0.3	7.9E-02
AT1G61820 (REPRESSED:PCHX) AT4G16141	-0.4	9.7E-04
AT1G62790 (REPRESSED:PCHX) AT4G16141	-0.4	7.1E-03
AT1G63290 (REPRESSED:PCHX) AT4G16141	-0.4	7.4E-02
AT1G63310 (INDUCED:PCHX) AT4G16141	0.7	2.8E-02
AT1G63400 (INDUCED:PCHX) AT4G16141	0.6	6.7E-02
AT1G63530 (REPRESSED:PCHX) AT4G16141	-0.4	2.0E-02
AT1G63720 (REPRESSED:PCHX) AT4G16141	-0.3	2.4E-02
AT1G63980 (INDUCED:PCHX) AT4G16141	0.4	3.7E-02
AT1G64060 (REPRESSED:PCHX) AT4G16141	-0.3	2.6E-02
AT1G64590 (REPRESSED:PCHX) AT4G16141	-0.8	1.2E-06
AT1G64940 (INDUCED:PCHX) AT4G16141	0.6	5.4E-04
AT1G65060 (REPRESSED:PCHX) AT4G16141	-0.5	3.3E-02
AT1G65390 (REPRESSED:PCHX) AT4G16141	-0.5	7.6E-02
AT1G65510 (REPRESSED:PCHX) AT4G16141	-0.3	8.1E-02
AT1G65930 (REPRESSED:PCHX) AT4G16141	-0.4	6.8E-03
AT1G65980 (REPRESSED:PCHX) AT4G16141	-0.3	8.0E-02
AT1G66240 (REPRESSED:PCHX) AT4G16141	-0.5	4.7E-03
AT1G66410 (REPRESSED:PCHX) AT4G16141	-0.3	1.5E-02
AT1G66470 (INDUCED:PCHX) AT4G16141	1.1	1.2E-13
AT1G66760 (REPRESSED:PCHX) AT4G16141	-0.2	9.8E-02
AT1G67550 (INDUCED:PCHX) AT4G16141	0.3	8.1E-02
AT1G68400 (INDUCED:PCHX) AT4G16141	0.5	4.3E-02
AT1G68670 (INDUCED:PCHX) AT4G16141	0.3	1.1E-02
AT1G69030 (REPRESSED:PCHX) AT4G16141	-0.6	8.8E-03
AT1G69240 (INDUCED:PCHX) AT4G16141	0.9	3.8E-04
AT1G69410 (REPRESSED:PCHX) AT4G16141	-0.3	1.3E-02
AT1G69530 (INDUCED:PCHX) AT4G16141	0.8	3.4E-05
AT1G69740 (REPRESSED:PCHX) AT4G16141	-0.3	4.4E-02
AT1G69760 (INDUCED:PCHX) AT4G16141	0.4	9.5E-02
AT1G69790 (REPRESSED:PCHX) AT4G16141	-0.3	8.2E-02
AT1G69810 (REPRESSED:PCHX) AT4G16141	-0.4	7.7E-03
AT1G69890 (REPRESSED:PCHX) AT4G16141	-0.3	2.0E-02
AT1G69920 (REPRESSED:PCHX) AT4G16141	-0.6	3.2E-06
AT1G70130 (REPRESSED:PCHX) AT4G16141	-0.3	2.8E-02
AT1G70140 (REPRESSED:PCHX) AT4G16141	-0.3	5.7E-02
AT1G70160 (REPRESSED:PCHX) AT4G16141	-0.3	6.0E-02
AT1G70290 (REPRESSED:PCHX) AT4G16141	-0.3	2.3E-02
AT1G70460 (INDUCED:PCHX) AT4G16141	0.6	5.7E-02
AT1G70490 (REPRESSED:PCHX) AT4G16141	-0.3	5.5E-02
AT1G71350 (INDUCED:PCHX) AT4G16141	0.3	9.2E-02
AT1G71450 (REPRESSED:PCHX) AT4G16141	-0.6	3.1E-03
AT1G71740 (REPRESSED:PCHX) AT4G16141	-1.6	4.4E-14
AT1G72020 (REPRESSED:PCHX) AT4G16141	-0.4	7.6E-02
AT1G72040 (INDUCED:PCHX) AT4G16141	0.6	2.0E-03
AT1G72070 (REPRESSED:PCHX) AT4G16141	-0.7	4.3E-05
AT1G72250 (INDUCED:PCHX) AT4G16141	0.6	5.0E-02
AT1G72320 (INDUCED:PCHX) AT4G16141	0.4	2.3E-02
AT1G72500 (REPRESSED:PCHX) AT4G16141	-0.4	4.4E-02
AT1G72520 (REPRESSED:PCHX) AT4G16141	-0.5	4.8E-05
AT1G72630 (REPRESSED:PCHX) AT4G16141	-0.5	9.8E-02
AT1G72810 (REPRESSED:PCHX) AT4G16141	-0.5	3.7E-02
AT1G72940 (REPRESSED:PCHX) AT4G16141	-0.3	9.4E-02
AT1G73080 (REPRESSED:PCHX) AT4G16141	-0.4	1.6E-03
AT1G73340 (INDUCED:PCHX) AT4G16141	0.5	2.8E-02
AT1G73490 (INDUCED:PCHX) AT4G16141	0.4	6.7E-02
AT1G74010 (REPRESSED:PCHX) AT4G16141	-0.3	1.5E-02
AT1G74030 (REPRESSED:PCHX) AT4G16141	-0.2	9.7E-02
AT1G74390 (REPRESSED:PCHX) AT4G16141	-0.4	5.8E-03
AT1G74400 (REPRESSED:PCHX) AT4G16141	-0.5	2.2E-03
AT1G74750 (INDUCED:PCHX) AT4G16141	0.5	1.7E-02
AT1G74870 (INDUCED:PCHX) AT4G16141	0.4	6.5E-02
AT1G74930 (REPRESSED:PCHX) AT4G16141	-0.3	4.9E-02
AT1G75490 (INDUCED:PCHX) AT4G16141	0.4	4.0E-02
AT1G75500 (REPRESSED:PCHX) AT4G16141	-0.9	1.5E-03
AT1G75600 (INDUCED:PCHX) AT4G16141	0.5	5.7E-02
AT1G75980 (INDUCED:PCHX) AT4G16141	0.5	9.4E-02
AT1G76040 (REPRESSED:PCHX) AT4G16141	-0.4	1.3E-03
AT1G76090 (INDUCED:PCHX) AT4G16141	0.6	1.8E-02
AT1G76150 (REPRESSED:PCHX) AT4G16141	-0.3	5.7E-02
AT1G76200 (REPRESSED:PCHX) AT4G16141	-0.5	9.7E-04
AT1G76240 (INDUCED:PCHX) AT4G16141	0.7	3.1E-07
AT1G76260 (REPRESSED:PCHX) AT4G16141	-0.6	4.2E-02
AT1G76930 (REPRESSED:PCHX) AT4G16141	-0.6	1.7E-06
AT1G77420 (REPRESSED:PCHX) AT4G16141	-0.4	8.0E-02
AT1G77710 (REPRESSED:PCHX) AT4G16141	-0.3	9.8E-02
AT1G77840 (INDUCED:PCHX) AT4G16141	0.3	8.0E-02
AT1G78060 (REPRESSED:PCHX) AT4G16141	-0.4	9.8E-02
AT1G78110 (REPRESSED:PCHX) AT4G16141	-0.5	6.0E-03
AT1G78240 (REPRESSED:PCHX) AT4G16141	-0.4	2.1E-03
AT1G78380 (INDUCED:PCHX) AT4G16141	0.3	4.9E-02
AT1G78900 (REPRESSED:PCHX) AT4G16141	-0.3	1.4E-02
AT1G79150 (INDUCED:PCHX) AT4G16141	0.3	9.0E-02
AT1G79470 (INDUCED:PCHX) AT4G16141	0.6	9.6E-03
AT1G79550 (REPRESSED:PCHX) AT4G16141	-0.3	1.7E-02
AT1G80170 (INDUCED:PCHX) AT4G16141	0.7	2.2E-02
AT1G80440 (INDUCED:PCHX) AT4G16141	0.5	5.4E-03
AT1G80920 (REPRESSED:PCHX) AT4G16141	-0.4	1.4E-03
AT2G01140 (REPRESSED:PCHX) AT4G16141	-0.3	4.8E-02
AT2G01350 (REPRESSED:PCHX) AT4G16141	-0.3	3.3E-02
AT2G01830 (INDUCED:PCHX) AT4G16141	0.5	2.7E-02
AT2G02220 (REPRESSED:PCHX) AT4G16141	-0.4	2.2E-02
AT2G04160 (INDUCED:PCHX) AT4G16141	0.8	6.7E-06
AT2G04450 (INDUCED:PCHX) AT4G16141	0.7	3.7E-02
AT2G05940 (REPRESSED:PCHX) AT4G16141	-0.4	3.1E-04
AT2G12400 (INDUCED:PCHX) AT4G16141	0.3	3.0E-02
AT2G14620 (INDUCED:PCHX) AT4G16141	0.6	4.9E-02
AT2G14750 (REPRESSED:PCHX) AT4G16141	-0.4	3.3E-02
AT2G14890 (INDUCED:PCHX) AT4G16141	0.8	8.4E-07
AT2G15480 (INDUCED:PCHX) AT4G16141	0.3	2.3E-02
AT2G15780 (REPRESSED:PCHX) AT4G16141	-0.5	3.6E-04
AT2G16430 (INDUCED:PCHX) AT4G16141	0.4	5.0E-02
AT2G16600 (REPRESSED:PCHX) AT4G16141	-0.4	2.4E-02
AT2G16700 (REPRESSED:PCHX) AT4G16141	-0.5	8.6E-04
AT2G16790 (REPRESSED:PCHX) AT4G16141	-0.4	9.2E-02
AT2G17070 (INDUCED:PCHX) AT4G16141	1.1	7.0E-06
AT2G17080 (INDUCED:PCHX) AT4G16141	1.3	7.0E-15
AT2G17130 (REPRESSED:PCHX) AT4G16141	-0.4	3.7E-02
AT2G17760 (REPRESSED:PCHX) AT4G16141	-0.4	6.3E-03
AT2G18220 (INDUCED:PCHX) AT4G16141	0.4	2.4E-02
AT2G18690 (REPRESSED:PCHX) AT4G16141	-0.4	8.2E-03
AT2G18900 (INDUCED:PCHX) AT4G16141	0.5	3.1E-03
AT2G19190 (REPRESSED:PCHX) AT4G16141	-0.5	7.5E-04
AT2G19760 (REPRESSED:PCHX) AT4G16141	-0.8	4.9E-06
AT2G19810 (REPRESSED:PCHX) AT4G16141	-0.7	3.1E-03
AT2G19900 (INDUCED:PCHX) AT4G16141	0.5	2.2E-03
AT2G20100 (REPRESSED:PCHX) AT4G16141	-0.5	9.3E-02
AT2G20290 (INDUCED:PCHX) AT4G16141	0.4	9.4E-02
AT2G20300 (INDUCED:PCHX) AT4G16141	0.3	7.7E-02
AT2G20420 (REPRESSED:PCHX) AT4G16141	-0.4	7.3E-03
AT2G20490 (INDUCED:PCHX) AT4G16141	0.6	2.7E-02
AT2G20760 (REPRESSED:PCHX) AT4G16141	-0.3	3.6E-02
AT2G20820 (REPRESSED:PCHX) AT4G16141	-0.4	8.5E-02
AT2G20850 (INDUCED:PCHX) AT4G16141	0.4	3.3E-02
AT2G21440 (INDUCED:PCHX) AT4G16141	0.4	4.9E-02
AT2G21660 (REPRESSED:PCHX) AT4G16141	-0.6	4.7E-05
AT2G21820 (INDUCED:PCHX) AT4G16141	0.7	1.6E-02
AT2G21870 (REPRESSED:PCHX) AT4G16141	-0.4	2.2E-03
AT2G22250 (REPRESSED:PCHX) AT4G16141	-0.6	2.3E-04
AT2G22400 (INDUCED:PCHX) AT4G16141	0.4	5.6E-02
AT2G22470 (REPRESSED:PCHX) AT4G16141	-0.2	4.2E-02
AT2G22480 (REPRESSED:PCHX) AT4G16141	-0.3	5.8E-02
AT2G22500 (REPRESSED:PCHX) AT4G16141	-0.3	4.3E-02
AT2G22570 (REPRESSED:PCHX) AT4G16141	-0.5	6.0E-02
AT2G22660 (REPRESSED:PCHX) AT4G16141	-0.3	1.1E-02
AT2G22860 (REPRESSED:PCHX) AT4G16141	-0.3	1.8E-02
AT2G23060 (INDUCED:PCHX) AT4G16141	0.6	4.6E-02
AT2G23090 (REPRESSED:PCHX) AT4G16141	-0.5	1.2E-03
AT2G23110 (INDUCED:PCHX) AT4G16141	0.7	1.2E-03
AT2G23270 (REPRESSED:PCHX) AT4G16141	-0.4	6.7E-02
AT2G23320 (REPRESSED:PCHX) AT4G16141	-0.4	1.5E-03
AT2G23350 (INDUCED:PCHX) AT4G16141	0.4	4.8E-02
AT2G23470 (INDUCED:PCHX) AT4G16141	0.6	7.8E-02
AT2G23810 (REPRESSED:PCHX) AT4G16141	-0.4	2.1E-04
AT2G24020 (INDUCED:PCHX) AT4G16141	0.6	6.0E-02
AT2G24200 (REPRESSED:PCHX) AT4G16141	-0.3	1.4E-02
AT2G24260 (REPRESSED:PCHX) AT4G16141	-0.5	1.2E-05
AT2G24500 (INDUCED:PCHX) AT4G16141	0.4	2.7E-02
AT2G24550 (REPRESSED:PCHX) AT4G16141	-0.4	1.1E-04
AT2G24570 (REPRESSED:PCHX) AT4G16141	-0.5	5.5E-06
AT2G24610 (INDUCED:PCHX) AT4G16141	0.7	3.3E-04
AT2G25110 (REPRESSED:PCHX) AT4G16141	-0.5	2.0E-02
AT2G25490 (REPRESSED:PCHX) AT4G16141	-0.3	5.9E-02
AT2G25530 (REPRESSED:PCHX) AT4G16141	-0.6	3.6E-02
AT2G25660 (INDUCED:PCHX) AT4G16141	0.3	9.7E-02
AT2G25800 (INDUCED:PCHX) AT4G16141	0.3	9.3E-02
AT2G25910 (REPRESSED:PCHX) AT4G16141	-0.4	2.2E-03
AT2G25980 (INDUCED:PCHX) AT4G16141	0.7	1.8E-02
AT2G26380 (REPRESSED:PCHX) AT4G16141	-0.3	2.7E-02
AT2G26480 (INDUCED:PCHX) AT4G16141	0.6	2.5E-03
AT2G26530 (REPRESSED:PCHX) AT4G16141	-0.3	4.0E-02
AT2G27000 (INDUCED:PCHX) AT4G16141	0.5	9.8E-02
AT2G27040 (INDUCED:PCHX) AT4G16141	0.4	1.3E-02
AT2G27370 (REPRESSED:PCHX) AT4G16141	-1.0	2.8E-04
