shared name	FOLDCHANGE	PVALUE
AT1G07530 (REPRESSED:PCHX) AT5G62020	-0.3	5.6E-02
AT1G07615 (INDUCED:PCHX) AT5G62020	0.8	9.0E-03
AT1G07630 (REPRESSED:PCHX) AT5G62020	-0.4	6.3E-02
AT1G07650 (INDUCED:PCHX) AT5G62020	0.4	7.3E-02
AT1G07720 (INDUCED:PCHX) AT5G62020	0.8	7.7E-02
AT1G07790 (INDUCED:PCHX) AT5G62020	1.1	3.4E-12
AT1G07850 (REPRESSED:PCHX) AT5G62020	-0.6	6.7E-04
AT1G07890 (REPRESSED:PCHX) AT5G62020	-0.8	1.3E-09
AT1G08050 (REPRESSED:PCHX) AT5G62020	-0.5	2.5E-03
AT1G08130 (INDUCED:PCHX) AT5G62020	0.5	7.8E-03
AT1G08230 (REPRESSED:PCHX) AT5G62020	-0.7	8.4E-03
AT1G08270 (INDUCED:PCHX) AT5G62020	1.0	5.1E-05
AT1G08480 (REPRESSED:PCHX) AT5G62020	-0.6	1.0E-03
AT1G08560 (REPRESSED:PCHX) AT5G62020	-1.1	3.0E-02
AT1G08570 (REPRESSED:PCHX) AT5G62020	-1.0	1.6E-10
AT1G08580 (INDUCED:PCHX) AT5G62020	0.7	6.7E-03
AT1G08650 (REPRESSED:PCHX) AT5G62020	-1.0	3.5E-09
AT1G08730 (REPRESSED:PCHX) AT5G62020	-0.6	3.3E-04
AT1G08830 (REPRESSED:PCHX) AT5G62020	-0.9	6.3E-13
AT1G08880 (INDUCED:PCHX) AT5G62020	0.4	6.1E-03
AT1G08930 (REPRESSED:PCHX) AT5G62020	-1.4	1.1E-21
AT1G08940 (REPRESSED:PCHX) AT5G62020	-0.6	1.7E-03
AT1G09070 (REPRESSED:PCHX) AT5G62020	-0.3	2.3E-02
AT1G09080 (REPRESSED:PCHX) AT5G62020	-1.0	4.5E-09
AT1G09180 (INDUCED:PCHX) AT5G62020	1.7	3.3E-08
AT1G09200 (INDUCED:PCHX) AT5G62020	0.4	8.6E-02
AT1G09210 (REPRESSED:PCHX) AT5G62020	-0.5	1.5E-02
AT1G09430 (REPRESSED:PCHX) AT5G62020	-0.6	2.2E-05
AT1G09570 (REPRESSED:PCHX) AT5G62020	-0.5	4.4E-03
AT1G09760 (INDUCED:PCHX) AT5G62020	0.4	6.1E-02
AT1G09770 (INDUCED:PCHX) AT5G62020	0.3	8.4E-02
AT1G09780 (REPRESSED:PCHX) AT5G62020	-0.4	8.3E-03
AT1G09815 (INDUCED:PCHX) AT5G62020	0.9	8.6E-08
AT1G09850 (REPRESSED:PCHX) AT5G62020	-0.4	8.0E-02
AT1G09890 (REPRESSED:PCHX) AT5G62020	-0.8	1.1E-03
AT1G09900 (REPRESSED:PCHX) AT5G62020	-0.9	1.6E-05
AT1G09910 (REPRESSED:PCHX) AT5G62020	-0.7	1.5E-04
AT1G09970 (REPRESSED:PCHX) AT5G62020	-0.7	6.0E-06
AT1G10050 (REPRESSED:PCHX) AT5G62020	-0.8	1.5E-08
AT1G10140 (REPRESSED:PCHX) AT5G62020	-0.6	1.0E-04
AT1G10270 (INDUCED:PCHX) AT5G62020	0.5	3.3E-02
AT1G10310 (REPRESSED:PCHX) AT5G62020	-0.5	8.5E-02
AT1G10320 (REPRESSED:PCHX) AT5G62020	-0.5	3.9E-04
AT1G10370 (REPRESSED:PCHX) AT5G62020	-0.5	1.1E-02
AT1G10480 (INDUCED:PCHX) AT5G62020	0.4	3.1E-02
AT1G10670 (REPRESSED:PCHX) AT5G62020	-0.6	9.2E-04
AT1G10700 (REPRESSED:PCHX) AT5G62020	-0.5	2.0E-03
AT1G10960 (REPRESSED:PCHX) AT5G62020	-1.0	9.2E-03
AT1G11000 (INDUCED:PCHX) AT5G62020	0.6	5.7E-02
AT1G11240 (INDUCED:PCHX) AT5G62020	0.5	6.5E-02
AT1G11280 (REPRESSED:PCHX) AT5G62020	-1.0	1.6E-02
AT1G11290 (REPRESSED:PCHX) AT5G62020	-1.2	2.7E-05
AT1G11300 (REPRESSED:PCHX) AT5G62020	-1.1	2.9E-03
AT1G11310 (REPRESSED:PCHX) AT5G62020	-0.8	1.1E-05
AT1G11430 (INDUCED:PCHX) AT5G62020	0.7	1.7E-03
AT1G11650 (REPRESSED:PCHX) AT5G62020	-0.4	2.4E-03
AT1G11660 (REPRESSED:PCHX) AT5G62020	-0.4	2.8E-02
AT1G12000 (REPRESSED:PCHX) AT5G62020	-0.7	5.3E-06
AT1G12050 (REPRESSED:PCHX) AT5G62020	-0.8	1.7E-06
AT1G12140 (REPRESSED:PCHX) AT5G62020	-0.8	1.4E-10
AT1G12200 (REPRESSED:PCHX) AT5G62020	-1.3	4.2E-15
AT1G12240 (INDUCED:PCHX) AT5G62020	1.3	4.2E-05
AT1G12270 (INDUCED:PCHX) AT5G62020	0.5	4.6E-03
AT1G12410 (INDUCED:PCHX) AT5G62020	0.5	1.1E-02
AT1G12580 (REPRESSED:PCHX) AT5G62020	-0.4	1.1E-02
AT1G12840 (REPRESSED:PCHX) AT5G62020	-0.5	6.4E-04
AT1G12930 (REPRESSED:PCHX) AT5G62020	-0.4	7.9E-02
AT1G12990 (REPRESSED:PCHX) AT5G62020	-0.4	1.6E-02
AT1G13000 (INDUCED:PCHX) AT5G62020	0.4	6.3E-02
AT1G13120 (INDUCED:PCHX) AT5G62020	1.1	2.0E-13
AT1G13220 (INDUCED:PCHX) AT5G62020	0.4	1.6E-02
AT1G13260 (REPRESSED:PCHX) AT5G62020	-0.7	4.3E-12
AT1G13300 (INDUCED:PCHX) AT5G62020	0.7	2.2E-02
AT1G13310 (REPRESSED:PCHX) AT5G62020	-1.0	6.6E-10
AT1G13320 (REPRESSED:PCHX) AT5G62020	-0.6	1.2E-04
AT1G13340 (REPRESSED:PCHX) AT5G62020	-1.2	8.1E-19
AT1G13440 (REPRESSED:PCHX) AT5G62020	-0.6	4.8E-06
AT1G13540 (REPRESSED:PCHX) AT5G62020	-0.5	5.6E-02
AT1G13730 (INDUCED:PCHX) AT5G62020	0.6	1.0E-01
AT1G13940 (INDUCED:PCHX) AT5G62020	0.6	1.2E-02
AT1G14200 (REPRESSED:PCHX) AT5G62020	-1.0	4.6E-04
AT1G14330 (REPRESSED:PCHX) AT5G62020	-0.6	7.5E-03
AT1G14490 (REPRESSED:PCHX) AT5G62020	-0.7	9.0E-03
AT1G14540 (REPRESSED:PCHX) AT5G62020	-0.6	4.2E-03
AT1G14640 (INDUCED:PCHX) AT5G62020	0.6	5.7E-03
AT1G14670 (REPRESSED:PCHX) AT5G62020	-0.4	8.0E-02
AT1G14710 (INDUCED:PCHX) AT5G62020	0.4	5.5E-02
AT1G14720 (INDUCED:PCHX) AT5G62020	0.9	7.3E-06
AT1G14780 (REPRESSED:PCHX) AT5G62020	-0.8	2.0E-12
AT1G14800 (REPRESSED:PCHX) AT5G62020	-0.9	9.8E-02
AT1G14890 (REPRESSED:PCHX) AT5G62020	-1.0	4.8E-16
AT1G14900 (INDUCED:PCHX) AT5G62020	0.4	6.2E-02
AT1G15120 (REPRESSED:PCHX) AT5G62020	-0.6	1.6E-03
AT1G15140 (INDUCED:PCHX) AT5G62020	0.7	2.5E-03
AT1G15190 (REPRESSED:PCHX) AT5G62020	-0.5	6.0E-02
AT1G15250 (INDUCED:PCHX) AT5G62020	0.5	6.6E-02
AT1G15310 (INDUCED:PCHX) AT5G62020	0.4	8.8E-02
AT1G15340 (INDUCED:PCHX) AT5G62020	0.4	3.1E-03
AT1G15380 (INDUCED:PCHX) AT5G62020	0.5	3.1E-03
AT1G15490 (REPRESSED:PCHX) AT5G62020	-0.7	5.5E-03
AT1G15530 (INDUCED:PCHX) AT5G62020	0.6	4.7E-02
AT1G15940 (INDUCED:PCHX) AT5G62020	0.4	1.6E-02
AT1G15990 (REPRESSED:PCHX) AT5G62020	-1.0	8.0E-04
AT1G16090 (REPRESSED:PCHX) AT5G62020	-0.9	1.0E-03
AT1G16150 (REPRESSED:PCHX) AT5G62020	-0.5	6.7E-02
AT1G16280 (INDUCED:PCHX) AT5G62020	0.7	2.5E-02
AT1G16350 (REPRESSED:PCHX) AT5G62020	-0.6	1.9E-02
AT1G16440 (INDUCED:PCHX) AT5G62020	1.0	4.0E-02
AT1G16500 (INDUCED:PCHX) AT5G62020	0.7	2.4E-03
AT1G16670 (INDUCED:PCHX) AT5G62020	0.4	5.6E-02
AT1G16900 (INDUCED:PCHX) AT5G62020	0.5	2.7E-03
AT1G16970 (INDUCED:PCHX) AT5G62020	0.3	1.0E-01
AT1G17170 (REPRESSED:PCHX) AT5G62020	-0.6	7.2E-09
AT1G17190 (INDUCED:PCHX) AT5G62020	0.9	7.7E-05
AT1G17420 (REPRESSED:PCHX) AT5G62020	-0.6	2.4E-07
AT1G17440 (REPRESSED:PCHX) AT5G62020	-0.5	3.8E-04
AT1G17460 (INDUCED:PCHX) AT5G62020	1.2	1.1E-06
AT1G17600 (REPRESSED:PCHX) AT5G62020	-0.9	7.7E-02
AT1G17680 (INDUCED:PCHX) AT5G62020	0.4	5.4E-02
AT1G17690 (INDUCED:PCHX) AT5G62020	0.8	3.9E-06
AT1G17950 (INDUCED:PCHX) AT5G62020	0.9	4.5E-04
AT1G18270 (REPRESSED:PCHX) AT5G62020	-0.4	1.3E-03
AT1G18310 (REPRESSED:PCHX) AT5G62020	-1.1	1.3E-06
AT1G18470 (INDUCED:PCHX) AT5G62020	0.4	1.6E-03
AT1G18570 (REPRESSED:PCHX) AT5G62020	-0.3	9.9E-02
AT1G18600 (REPRESSED:PCHX) AT5G62020	-0.7	5.8E-02
AT1G18710 (INDUCED:PCHX) AT5G62020	0.9	9.3E-04
AT1G18750 (REPRESSED:PCHX) AT5G62020	-1.0	1.1E-07
AT1G18800 (INDUCED:PCHX) AT5G62020	0.8	2.0E-06
AT1G18880 (REPRESSED:PCHX) AT5G62020	-0.9	3.7E-08
AT1G18910 (INDUCED:PCHX) AT5G62020	0.4	7.3E-03
AT1G18950 (INDUCED:PCHX) AT5G62020	0.5	7.6E-03
AT1G19020 (REPRESSED:PCHX) AT5G62020	-2.2	4.9E-58
AT1G19050 (REPRESSED:PCHX) AT5G62020	-1.0	4.0E-02
AT1G19130 (REPRESSED:PCHX) AT5G62020	-0.6	1.2E-02
AT1G19160 (REPRESSED:PCHX) AT5G62020	-1.1	2.1E-02
AT1G19180 (REPRESSED:PCHX) AT5G62020	-0.3	8.3E-03
AT1G19210 (REPRESSED:PCHX) AT5G62020	-0.9	2.6E-08
AT1G19220 (REPRESSED:PCHX) AT5G62020	-1.0	3.3E-12
AT1G19230 (INDUCED:PCHX) AT5G62020	0.6	1.8E-04
AT1G19250 (INDUCED:PCHX) AT5G62020	1.4	2.5E-08
AT1G19290 (INDUCED:PCHX) AT5G62020	0.5	3.2E-02
AT1G19300 (INDUCED:PCHX) AT5G62020	1.6	1.1E-06
AT1G19410 (INDUCED:PCHX) AT5G62020	1.1	4.6E-02
AT1G19480 (INDUCED:PCHX) AT5G62020	0.6	5.4E-02
AT1G19780 (REPRESSED:PCHX) AT5G62020	-0.8	1.2E-03
AT1G19860 (INDUCED:PCHX) AT5G62020	0.5	3.4E-02
AT1G19970 (INDUCED:PCHX) AT5G62020	0.6	4.4E-02
AT1G20180 (INDUCED:PCHX) AT5G62020	1.2	1.5E-02
AT1G20310 (REPRESSED:PCHX) AT5G62020	-0.4	1.8E-03
AT1G20430 (REPRESSED:PCHX) AT5G62020	-0.8	5.7E-02
AT1G20510 (REPRESSED:PCHX) AT5G62020	-0.3	2.6E-02
AT1G20560 (REPRESSED:PCHX) AT5G62020	-0.5	9.2E-03
AT1G20640 (REPRESSED:PCHX) AT5G62020	-0.9	1.7E-05
AT1G20693 (INDUCED:PCHX) AT5G62020	0.5	4.7E-06
AT1G20696 (INDUCED:PCHX) AT5G62020	0.4	1.5E-03
AT1G20750 (INDUCED:PCHX) AT5G62020	1.2	2.3E-03
AT1G20920 (INDUCED:PCHX) AT5G62020	0.5	1.1E-02
AT1G20950 (REPRESSED:PCHX) AT5G62020	-0.5	2.8E-02
AT1G21000 (REPRESSED:PCHX) AT5G62020	-0.3	5.0E-02
AT1G21010 (REPRESSED:PCHX) AT5G62020	-0.6	7.3E-04
AT1G21270 (INDUCED:PCHX) AT5G62020	1.1	2.7E-02
AT1G21310 (REPRESSED:PCHX) AT5G62020	-0.9	4.2E-08
AT1G21370 (REPRESSED:PCHX) AT5G62020	-0.6	1.8E-02
AT1G21380 (REPRESSED:PCHX) AT5G62020	-0.3	9.9E-02
AT1G21430 (INDUCED:PCHX) AT5G62020	0.9	2.9E-02
AT1G21450 (REPRESSED:PCHX) AT5G62020	-0.6	5.2E-07
AT1G21460 (REPRESSED:PCHX) AT5G62020	-1.0	6.8E-09
AT1G21550 (REPRESSED:PCHX) AT5G62020	-1.9	4.9E-32
AT1G21600 (INDUCED:PCHX) AT5G62020	1.0	3.6E-02
AT1G21610 (INDUCED:PCHX) AT5G62020	0.4	4.8E-02
AT1G21720 (INDUCED:PCHX) AT5G62020	0.4	9.3E-02
AT1G21730 (INDUCED:PCHX) AT5G62020	0.5	1.2E-02
AT1G21740 (INDUCED:PCHX) AT5G62020	0.6	7.1E-02
AT1G21780 (INDUCED:PCHX) AT5G62020	0.4	1.8E-02
AT1G21920 (INDUCED:PCHX) AT5G62020	0.7	2.0E-04
AT1G22210 (REPRESSED:PCHX) AT5G62020	-1.2	1.8E-02
AT1G22300 (REPRESSED:PCHX) AT5G62020	-0.3	3.3E-02
AT1G22410 (REPRESSED:PCHX) AT5G62020	-1.1	1.1E-14
AT1G22440 (REPRESSED:PCHX) AT5G62020	-0.4	2.1E-02
AT1G22490 (INDUCED:PCHX) AT5G62020	1.0	4.9E-02
AT1G22530 (REPRESSED:PCHX) AT5G62020	-0.9	1.6E-08
AT1G22540 (REPRESSED:PCHX) AT5G62020	-0.8	4.3E-05
AT1G22660 (INDUCED:PCHX) AT5G62020	0.9	8.2E-06
AT1G22770 (REPRESSED:PCHX) AT5G62020	-0.3	7.5E-02
AT1G22840 (REPRESSED:PCHX) AT5G62020	-0.7	3.0E-08
AT1G22985 (INDUCED:PCHX) AT5G62020	0.6	5.2E-03
AT1G23040 (REPRESSED:PCHX) AT5G62020	-0.5	7.7E-02
AT1G23120 (INDUCED:PCHX) AT5G62020	0.6	1.3E-03
AT1G23190 (REPRESSED:PCHX) AT5G62020	-0.7	5.9E-08
AT1G23310 (REPRESSED:PCHX) AT5G62020	-0.4	2.2E-02
AT1G23480 (REPRESSED:PCHX) AT5G62020	-0.7	2.3E-02
AT1G23700 (INDUCED:PCHX) AT5G62020	1.5	2.0E-05
AT1G24180 (REPRESSED:PCHX) AT5G62020	-0.5	2.1E-04
AT1G24450 (REPRESSED:PCHX) AT5G62020	-0.8	6.8E-02
AT1G24575 (REPRESSED:PCHX) AT5G62020	-0.9	8.7E-02
AT1G24610 (INDUCED:PCHX) AT5G62020	0.6	2.6E-02
AT1G24625 (REPRESSED:PCHX) AT5G62020	-1.0	1.7E-04
AT1G25260 (INDUCED:PCHX) AT5G62020	0.5	3.5E-02
AT1G25375 (REPRESSED:PCHX) AT5G62020	-0.4	9.3E-02
AT1G25550 (REPRESSED:PCHX) AT5G62020	-0.6	1.8E-04
AT1G25560 (REPRESSED:PCHX) AT5G62020	-0.5	1.7E-04
AT1G26150 (INDUCED:PCHX) AT5G62020	0.8	1.6E-03
AT1G26630 (REPRESSED:PCHX) AT5G62020	-0.2	9.9E-02
AT1G26690 (REPRESSED:PCHX) AT5G62020	-0.5	3.6E-02
AT1G26740 (REPRESSED:PCHX) AT5G62020	-1.3	2.9E-07
AT1G26750 (REPRESSED:PCHX) AT5G62020	-0.6	2.1E-02
AT1G26920 (INDUCED:PCHX) AT5G62020	0.5	6.5E-02
AT1G27000 (REPRESSED:PCHX) AT5G62020	-0.4	1.7E-02
AT1G27080 (REPRESSED:PCHX) AT5G62020	-1.1	2.6E-03
AT1G27090 (REPRESSED:PCHX) AT5G62020	-0.5	1.6E-02
AT1G27100 (REPRESSED:PCHX) AT5G62020	-0.6	7.0E-05
AT1G27290 (REPRESSED:PCHX) AT5G62020	-0.5	1.6E-03
AT1G27300 (REPRESSED:PCHX) AT5G62020	-0.5	2.7E-04
AT1G27320 (REPRESSED:PCHX) AT5G62020	-0.5	1.4E-04
AT1G27450 (REPRESSED:PCHX) AT5G62020	-0.5	1.5E-02
AT1G27520 (INDUCED:PCHX) AT5G62020	0.6	2.1E-03
AT1G27530 (REPRESSED:PCHX) AT5G62020	-0.6	5.7E-05
AT1G27570 (INDUCED:PCHX) AT5G62020	0.9	9.9E-02
AT1G27620 (REPRESSED:PCHX) AT5G62020	-0.5	8.6E-02
AT1G27670 (REPRESSED:PCHX) AT5G62020	-0.9	5.6E-02
AT1G27700 (REPRESSED:PCHX) AT5G62020	-0.7	8.0E-04
AT1G27730 (REPRESSED:PCHX) AT5G62020	-0.5	4.1E-05
AT1G27820 (INDUCED:PCHX) AT5G62020	1.2	1.2E-02
AT1G27850 (INDUCED:PCHX) AT5G62020	0.4	2.4E-02
AT1G27900 (INDUCED:PCHX) AT5G62020	0.8	1.2E-04
AT1G27950 (INDUCED:PCHX) AT5G62020	1.2	6.5E-03
AT1G27970 (INDUCED:PCHX) AT5G62020	0.5	1.0E-03
AT1G28060 (INDUCED:PCHX) AT5G62020	0.3	6.8E-02
AT1G28110 (REPRESSED:PCHX) AT5G62020	-1.1	5.7E-07
AT1G28135 (INDUCED:PCHX) AT5G62020	0.5	6.3E-02
AT1G28190 (REPRESSED:PCHX) AT5G62020	-1.5	1.6E-17
AT1G28360 (REPRESSED:PCHX) AT5G62020	-0.6	5.4E-02
AT1G28410 (INDUCED:PCHX) AT5G62020	0.7	3.6E-03
AT1G29050 (REPRESSED:PCHX) AT5G62020	-0.7	2.4E-02
AT1G29150 (REPRESSED:PCHX) AT5G62020	-0.5	1.1E-03
AT1G29250 (INDUCED:PCHX) AT5G62020	0.5	9.7E-02
AT1G29395 (REPRESSED:PCHX) AT5G62020	-0.7	5.5E-02
AT1G29470 (REPRESSED:PCHX) AT5G62020	-0.4	4.4E-02
AT1G29680 (REPRESSED:PCHX) AT5G62020	-0.9	1.0E-05
AT1G29860 (REPRESSED:PCHX) AT5G62020	-0.6	3.5E-02
AT1G29940 (INDUCED:PCHX) AT5G62020	0.3	4.0E-02
AT1G29990 (INDUCED:PCHX) AT5G62020	0.5	4.7E-02
AT1G30070 (REPRESSED:PCHX) AT5G62020	-0.5	3.6E-02
AT1G30120 (INDUCED:PCHX) AT5G62020	0.4	9.2E-02
AT1G30460 (INDUCED:PCHX) AT5G62020	0.7	4.8E-04
AT1G30490 (REPRESSED:PCHX) AT5G62020	-0.7	2.6E-03
AT1G30510 (REPRESSED:PCHX) AT5G62020	-0.4	8.7E-02
AT1G30620 (REPRESSED:PCHX) AT5G62020	-0.9	1.1E-10
AT1G30660 (INDUCED:PCHX) AT5G62020	1.3	4.8E-07
AT1G30700 (REPRESSED:PCHX) AT5G62020	-0.8	9.4E-04
AT1G30750 (INDUCED:PCHX) AT5G62020	0.7	9.7E-03
AT1G30820 (INDUCED:PCHX) AT5G62020	1.1	1.2E-12
AT1G31770 (REPRESSED:PCHX) AT5G62020	-0.9	1.9E-04
AT1G31940 (INDUCED:PCHX) AT5G62020	1.0	3.4E-03
AT1G32060 (REPRESSED:PCHX) AT5G62020	-0.6	8.3E-02
AT1G32090 (REPRESSED:PCHX) AT5G62020	-0.8	1.3E-08
AT1G32100 (REPRESSED:PCHX) AT5G62020	-0.9	7.5E-08
AT1G32170 (REPRESSED:PCHX) AT5G62020	-0.6	2.5E-04
AT1G32210 (REPRESSED:PCHX) AT5G62020	-1.0	8.8E-04
AT1G32440 (INDUCED:PCHX) AT5G62020	0.8	5.8E-04
AT1G32570 (INDUCED:PCHX) AT5G62020	1.7	3.6E-04
AT1G32580 (INDUCED:PCHX) AT5G62020	0.4	4.2E-02
AT1G32700 (INDUCED:PCHX) AT5G62020	0.3	8.5E-02
AT1G32790 (REPRESSED:PCHX) AT5G62020	-0.4	5.5E-02
AT1G32920 (REPRESSED:PCHX) AT5G62020	-2.0	2.7E-46
AT1G32930 (REPRESSED:PCHX) AT5G62020	-0.9	2.2E-07
AT1G32970 (REPRESSED:PCHX) AT5G62020	-0.4	5.2E-02
AT1G33590 (REPRESSED:PCHX) AT5G62020	-0.6	5.8E-03
AT1G33760 (REPRESSED:PCHX) AT5G62020	-0.9	1.3E-08
AT1G34260 (INDUCED:PCHX) AT5G62020	0.4	3.0E-03
AT1G34550 (INDUCED:PCHX) AT5G62020	0.4	1.4E-02
AT1G34770 (INDUCED:PCHX) AT5G62020	0.7	1.7E-02
AT1G35190 (REPRESSED:PCHX) AT5G62020	-0.4	6.8E-03
AT1G35530 (INDUCED:PCHX) AT5G62020	0.8	2.3E-02
AT1G35580 (INDUCED:PCHX) AT5G62020	0.4	1.3E-02
AT1G35720 (REPRESSED:PCHX) AT5G62020	-0.5	4.9E-04
AT1G35780 (INDUCED:PCHX) AT5G62020	0.4	4.6E-02
AT1G35910 (REPRESSED:PCHX) AT5G62020	-0.7	1.3E-04
AT1G36050 (INDUCED:PCHX) AT5G62020	0.3	8.0E-02
AT1G36060 (INDUCED:PCHX) AT5G62020	0.8	8.2E-02
AT1G36180 (INDUCED:PCHX) AT5G62020	1.2	2.8E-11
AT1G36370 (INDUCED:PCHX) AT5G62020	0.5	2.2E-03
AT1G36390 (INDUCED:PCHX) AT5G62020	0.7	7.6E-02
AT1G37130 (REPRESSED:PCHX) AT5G62020	-1.0	3.5E-17
AT1G43620 (INDUCED:PCHX) AT5G62020	0.5	2.5E-02
AT1G43650 (INDUCED:PCHX) AT5G62020	1.2	1.1E-02
AT1G43700 (INDUCED:PCHX) AT5G62020	0.3	8.4E-02
AT1G43860 (INDUCED:PCHX) AT5G62020	0.4	8.6E-02
AT1G43900 (REPRESSED:PCHX) AT5G62020	-1.0	7.0E-11
AT1G43910 (REPRESSED:PCHX) AT5G62020	-0.5	4.8E-03
AT1G44100 (REPRESSED:PCHX) AT5G62020	-0.7	1.5E-07
AT1G44170 (INDUCED:PCHX) AT5G62020	0.5	2.4E-03
AT1G44350 (REPRESSED:PCHX) AT5G62020	-0.4	1.8E-03
AT1G44800 (REPRESSED:PCHX) AT5G62020	-1.0	8.6E-07
AT1G44830 (INDUCED:PCHX) AT5G62020	0.7	5.3E-05
AT1G45145 (REPRESSED:PCHX) AT5G62020	-0.6	4.8E-03
AT1G45230 (INDUCED:PCHX) AT5G62020	0.9	9.2E-02
AT1G47260 (REPRESSED:PCHX) AT5G62020	-0.7	5.4E-05
AT1G47420 (REPRESSED:PCHX) AT5G62020	-0.5	5.7E-05
AT1G47480 (REPRESSED:PCHX) AT5G62020	-0.4	7.4E-02
AT1G47570 (INDUCED:PCHX) AT5G62020	0.4	6.9E-02
