shared name	FOLDCHANGE	PVALUE
AT3G06490 (REPRESSED:PCHX) AT5G10030	-0.5	1.3E-05
AT3G07650 (INDUCED:PCHX) AT5G10030	0.4	5.0E-03
AT3G08730 (REPRESSED:PCHX) AT5G10030	-0.2	9.7E-02
AT3G09010 (INDUCED:PCHX) AT5G10030	0.6	1.0E-06
AT3G09260 (REPRESSED:PCHX) AT5G10030	-0.3	4.6E-02
AT3G09270 (REPRESSED:PCHX) AT5G10030	-0.3	7.5E-02
AT3G09480 (INDUCED:PCHX) AT5G10030	0.4	5.6E-02
AT3G09520 (INDUCED:PCHX) AT5G10030	0.5	6.2E-03
AT3G09740 (REPRESSED:PCHX) AT5G10030	-0.3	7.3E-02
AT3G09820 (REPRESSED:PCHX) AT5G10030	-0.4	2.6E-02
AT3G10500 (INDUCED:PCHX) AT5G10030	0.3	5.4E-02
AT3G10920 (REPRESSED:PCHX) AT5G10030	-0.3	5.5E-02
AT3G12560 (INDUCED:PCHX) AT5G10030	0.3	6.9E-02
AT3G12700 (INDUCED:PCHX) AT5G10030	0.9	7.2E-09
AT3G12920 (INDUCED:PCHX) AT5G10030	0.7	9.0E-13
AT3G14060 (INDUCED:PCHX) AT5G10030	0.8	7.3E-09
AT3G14240 (REPRESSED:PCHX) AT5G10030	-0.5	3.9E-02
AT3G14310 (REPRESSED:PCHX) AT5G10030	-0.6	2.1E-02
AT3G14990 (REPRESSED:PCHX) AT5G10030	-0.3	7.5E-03
AT3G15070 (INDUCED:PCHX) AT5G10030	0.3	7.0E-02
AT3G15760 (REPRESSED:PCHX) AT5G10030	-0.4	9.9E-02
AT3G16030 (REPRESSED:PCHX) AT5G10030	-0.4	1.2E-02
AT3G16220 (INDUCED:PCHX) AT5G10030	0.5	3.3E-02
AT3G16770 (REPRESSED:PCHX) AT5G10030	-0.4	7.8E-02
AT3G17020 (REPRESSED:PCHX) AT5G10030	-0.3	2.3E-02
AT3G17820 (REPRESSED:PCHX) AT5G10030	-0.4	1.0E-02
AT3G18710 (REPRESSED:PCHX) AT5G10030	-0.5	2.2E-02
AT3G19360 (INDUCED:PCHX) AT5G10030	0.5	8.9E-02
AT3G19450 (REPRESSED:PCHX) AT5G10030	-0.5	2.8E-02
AT3G19553 (INDUCED:PCHX) AT5G10030	0.5	4.2E-03
AT3G20390 (REPRESSED:PCHX) AT5G10030	-0.3	9.7E-02
AT3G21240 (REPRESSED:PCHX) AT5G10030	-0.4	2.3E-02
AT3G21770 (REPRESSED:PCHX) AT5G10030	-0.5	1.6E-04
AT3G22840 (REPRESSED:PCHX) AT5G10030	-0.4	9.8E-02
AT3G23010 (REPRESSED:PCHX) AT5G10030	-0.6	1.3E-02
AT3G23030 (REPRESSED:PCHX) AT5G10030	-0.5	6.3E-05
AT3G23230 (REPRESSED:PCHX) AT5G10030	-0.5	7.8E-02
AT3G23300 (REPRESSED:PCHX) AT5G10030	-0.4	7.2E-03
AT3G23430 (REPRESSED:PCHX) AT5G10030	-0.6	5.0E-03
AT3G23820 (REPRESSED:PCHX) AT5G10030	-0.6	5.0E-05
AT3G24080 (INDUCED:PCHX) AT5G10030	0.3	9.2E-02
AT3G24240 (REPRESSED:PCHX) AT5G10030	-0.8	5.7E-04
AT3G25650 (INDUCED:PCHX) AT5G10030	0.5	7.3E-02
AT3G27380 (REPRESSED:PCHX) AT5G10030	-0.3	8.7E-02
AT3G28180 (REPRESSED:PCHX) AT5G10030	-0.4	8.3E-03
AT3G28200 (REPRESSED:PCHX) AT5G10030	-0.4	6.5E-02
AT3G28510 (INDUCED:PCHX) AT5G10030	0.6	2.6E-03
AT3G28580 (REPRESSED:PCHX) AT5G10030	-0.3	5.5E-02
AT3G28940 (REPRESSED:PCHX) AT5G10030	-0.4	2.4E-03
AT3G29250 (INDUCED:PCHX) AT5G10030	0.6	3.4E-03
AT3G30300 (REPRESSED:PCHX) AT5G10030	-0.3	6.1E-02
AT3G45410 (INDUCED:PCHX) AT5G10030	0.5	6.1E-02
AT3G45640 (REPRESSED:PCHX) AT5G10030	-0.3	2.5E-02
AT3G46030 (INDUCED:PCHX) AT5G10030	0.3	5.8E-02
AT3G47340 (INDUCED:PCHX) AT5G10030	0.4	2.3E-02
AT3G47960 (REPRESSED:PCHX) AT5G10030	-0.4	6.7E-03
AT3G49130 (INDUCED:PCHX) AT5G10030	0.5	4.0E-04
AT3G49590 (INDUCED:PCHX) AT5G10030	0.3	6.6E-02
AT3G49710 (REPRESSED:PCHX) AT5G10030	-0.4	4.5E-02
AT3G51460 (REPRESSED:PCHX) AT5G10030	-0.3	3.4E-02
AT3G51670 (REPRESSED:PCHX) AT5G10030	-0.5	1.1E-02
AT3G51810 (REPRESSED:PCHX) AT5G10030	-0.5	3.8E-02
AT3G51910 (REPRESSED:PCHX) AT5G10030	-0.4	2.8E-02
AT3G52450 (REPRESSED:PCHX) AT5G10030	-0.4	3.7E-03
AT3G52880 (REPRESSED:PCHX) AT5G10030	-0.4	2.1E-03
AT3G53150 (INDUCED:PCHX) AT5G10030	0.5	5.9E-02
AT3G53260 (REPRESSED:PCHX) AT5G10030	-0.3	6.9E-02
AT3G53420 (REPRESSED:PCHX) AT5G10030	-0.4	6.6E-02
AT3G53650 (INDUCED:PCHX) AT5G10030	0.5	2.9E-03
AT3G53730 (INDUCED:PCHX) AT5G10030	0.4	1.3E-02
AT3G53930 (INDUCED:PCHX) AT5G10030	0.3	7.0E-02
AT3G55150 (INDUCED:PCHX) AT5G10030	1.6	7.7E-29
AT3G55740 (INDUCED:PCHX) AT5G10030	0.3	1.7E-02
AT3G55980 (REPRESSED:PCHX) AT5G10030	-0.2	7.1E-02
AT3G56400 (INDUCED:PCHX) AT5G10030	0.5	1.2E-02
AT3G57550 (INDUCED:PCHX) AT5G10030	0.3	6.3E-02
AT3G59580 (INDUCED:PCHX) AT5G10030	0.5	7.0E-02
AT3G60120 (REPRESSED:PCHX) AT5G10030	-0.6	2.4E-05
AT3G60140 (INDUCED:PCHX) AT5G10030	0.4	1.2E-03
AT3G60690 (INDUCED:PCHX) AT5G10030	0.8	1.3E-08
AT3G61380 (REPRESSED:PCHX) AT5G10030	-0.5	6.2E-02
AT3G61430 (REPRESSED:PCHX) AT5G10030	-0.4	7.6E-02
AT3G62700 (REPRESSED:PCHX) AT5G10030	-0.4	1.9E-02
AT3G63260 (INDUCED:PCHX) AT5G10030	0.3	4.0E-02
AT3G63380 (INDUCED:PCHX) AT5G10030	0.5	4.7E-04
AT3G63410 (INDUCED:PCHX) AT5G10030	0.4	4.3E-02
AT4G01120 (INDUCED:PCHX) AT5G10030	0.4	4.4E-02
AT4G01700 (REPRESSED:PCHX) AT5G10030	-0.4	7.6E-03
AT4G01850 (REPRESSED:PCHX) AT5G10030	-0.3	8.0E-03
AT4G02330 (REPRESSED:PCHX) AT5G10030	-0.6	1.2E-06
AT4G02380 (REPRESSED:PCHX) AT5G10030	-0.3	3.7E-02
AT4G03500 (INDUCED:PCHX) AT5G10030	0.5	1.6E-02
AT4G04860 (INDUCED:PCHX) AT5G10030	0.4	2.1E-02
AT4G05530 (REPRESSED:PCHX) AT5G10030	-0.4	3.3E-02
AT4G08850 (REPRESSED:PCHX) AT5G10030	-0.4	3.0E-03
AT4G10500 (INDUCED:PCHX) AT5G10030	1.2	1.4E-17
AT4G11000 (REPRESSED:PCHX) AT5G10030	-0.9	2.2E-06
AT4G11010 (REPRESSED:PCHX) AT5G10030	-0.4	3.4E-02
AT4G11080 (REPRESSED:PCHX) AT5G10030	-0.5	4.8E-02
AT4G11280 (REPRESSED:PCHX) AT5G10030	-0.4	4.6E-04
AT4G12470 (REPRESSED:PCHX) AT5G10030	-0.6	6.6E-03
AT4G13360 (REPRESSED:PCHX) AT5G10030	-0.4	4.7E-03
AT4G13940 (REPRESSED:PCHX) AT5G10030	-0.4	6.5E-03
AT4G14220 (REPRESSED:PCHX) AT5G10030	-0.3	8.9E-02
AT4G14570 (REPRESSED:PCHX) AT5G10030	-0.5	5.4E-02
AT4G14680 (INDUCED:PCHX) AT5G10030	0.9	5.0E-08
AT4G14800 (REPRESSED:PCHX) AT5G10030	-0.4	3.8E-02
AT4G14960 (REPRESSED:PCHX) AT5G10030	-0.3	6.8E-02
AT4G15620 (INDUCED:PCHX) AT5G10030	0.7	7.2E-03
AT4G16260 (REPRESSED:PCHX) AT5G10030	-0.5	5.5E-04
AT4G17090 (REPRESSED:PCHX) AT5G10030	-0.3	2.0E-02
AT4G17250 (REPRESSED:PCHX) AT5G10030	-0.5	1.5E-05
AT4G17660 (REPRESSED:PCHX) AT5G10030	-0.5	8.7E-02
AT4G18010 (REPRESSED:PCHX) AT5G10030	-0.3	8.2E-02
AT4G18350 (INDUCED:PCHX) AT5G10030	1.0	4.2E-07
AT4G20150 (REPRESSED:PCHX) AT5G10030	-0.4	6.9E-02
AT4G20830 (REPRESSED:PCHX) AT5G10030	-0.2	6.9E-02
AT4G21960 (REPRESSED:PCHX) AT5G10030	-0.5	7.5E-02
AT4G22130 (REPRESSED:PCHX) AT5G10030	-0.4	7.7E-02
AT4G23220 (REPRESSED:PCHX) AT5G10030	-1.0	1.1E-10
AT4G23670 (REPRESSED:PCHX) AT5G10030	-0.6	4.7E-05
AT4G23690 (REPRESSED:PCHX) AT5G10030	-0.4	8.3E-02
AT4G23800 (REPRESSED:PCHX) AT5G10030	-0.6	1.3E-03
AT4G24190 (REPRESSED:PCHX) AT5G10030	-0.3	4.1E-02
AT4G24240 (REPRESSED:PCHX) AT5G10030	-0.4	3.8E-02
AT4G25480 (REPRESSED:PCHX) AT5G10030	-0.5	1.4E-04
AT4G26270 (REPRESSED:PCHX) AT5G10030	-0.4	8.5E-02
AT4G26870 (REPRESSED:PCHX) AT5G10030	-0.8	1.8E-11
AT4G27230 (INDUCED:PCHX) AT5G10030	0.4	5.5E-02
AT4G27410 (REPRESSED:PCHX) AT5G10030	-0.3	2.8E-02
AT4G27720 (REPRESSED:PCHX) AT5G10030	-0.3	3.4E-02
AT4G28420 (INDUCED:PCHX) AT5G10030	0.5	2.5E-02
AT4G29350 (REPRESSED:PCHX) AT5G10030	-0.3	3.7E-02
AT4G29480 (REPRESSED:PCHX) AT5G10030	-0.4	6.8E-02
AT4G29640 (INDUCED:PCHX) AT5G10030	0.4	8.3E-02
AT4G30020 (REPRESSED:PCHX) AT5G10030	-0.6	2.6E-02
AT4G30190 (REPRESSED:PCHX) AT5G10030	-0.3	8.0E-02
AT4G31730 (INDUCED:PCHX) AT5G10030	0.6	7.2E-04
AT4G31790 (REPRESSED:PCHX) AT5G10030	-0.4	3.6E-02
AT4G31950 (REPRESSED:PCHX) AT5G10030	-0.5	3.7E-02
AT4G31990 (REPRESSED:PCHX) AT5G10030	-0.5	5.2E-03
AT4G32450 (INDUCED:PCHX) AT5G10030	0.5	2.8E-02
AT4G33010 (REPRESSED:PCHX) AT5G10030	-0.5	1.0E-02
AT4G33040 (INDUCED:PCHX) AT5G10030	0.5	3.3E-02
