shared name	FOLDCHANGE	PVALUE
AT1G04430 (REPRESSED:PCHX) AT5G10970	-0.6	5.3E-05
AT1G04480 (INDUCED:PCHX) AT5G10970	0.8	5.6E-09
AT1G04490 (REPRESSED:PCHX) AT5G10970	-0.9	1.8E-12
AT1G04680 (INDUCED:PCHX) AT5G10970	0.7	6.0E-02
AT1G04850 (REPRESSED:PCHX) AT5G10970	-0.3	4.0E-02
AT1G04870 (INDUCED:PCHX) AT5G10970	0.6	3.4E-04
AT1G04880 (INDUCED:PCHX) AT5G10970	1.0	1.7E-02
AT1G04945 (INDUCED:PCHX) AT5G10970	0.5	5.9E-02
AT1G05000 (REPRESSED:PCHX) AT5G10970	-0.6	8.2E-05
AT1G05010 (REPRESSED:PCHX) AT5G10970	-0.7	2.1E-07
AT1G05060 (INDUCED:PCHX) AT5G10970	0.4	3.6E-03
AT1G05280 (INDUCED:PCHX) AT5G10970	1.7	2.2E-07
AT1G05570 (REPRESSED:PCHX) AT5G10970	-0.4	5.8E-03
AT1G05800 (REPRESSED:PCHX) AT5G10970	-1.0	7.2E-03
AT1G05850 (REPRESSED:PCHX) AT5G10970	-0.3	3.5E-02
AT1G06380 (INDUCED:PCHX) AT5G10970	0.7	5.0E-03
AT1G06400 (REPRESSED:PCHX) AT5G10970	-0.4	1.3E-03
AT1G06520 (REPRESSED:PCHX) AT5G10970	-0.5	3.8E-03
AT1G06550 (REPRESSED:PCHX) AT5G10970	-0.8	5.3E-11
AT1G06720 (INDUCED:PCHX) AT5G10970	0.5	8.2E-04
AT1G06760 (INDUCED:PCHX) AT5G10970	0.7	4.9E-11
AT1G07070 (INDUCED:PCHX) AT5G10970	0.9	3.6E-02
AT1G07160 (REPRESSED:PCHX) AT5G10970	-0.8	4.8E-02
AT1G07180 (INDUCED:PCHX) AT5G10970	1.3	1.5E-06
AT1G07210 (INDUCED:PCHX) AT5G10970	0.5	7.6E-02
AT1G07410 (REPRESSED:PCHX) AT5G10970	-0.6	2.4E-04
AT1G07615 (INDUCED:PCHX) AT5G10970	0.7	6.1E-03
AT1G07630 (REPRESSED:PCHX) AT5G10970	-0.6	3.0E-03
AT1G07640 (INDUCED:PCHX) AT5G10970	0.3	6.7E-02
AT1G07650 (REPRESSED:PCHX) AT5G10970	-1.1	2.2E-09
AT1G07770 (INDUCED:PCHX) AT5G10970	0.6	6.3E-05
AT1G07790 (INDUCED:PCHX) AT5G10970	1.2	3.1E-20
AT1G08090 (INDUCED:PCHX) AT5G10970	0.9	2.0E-04
AT1G08190 (REPRESSED:PCHX) AT5G10970	-0.4	1.3E-03
AT1G08220 (INDUCED:PCHX) AT5G10970	0.4	5.7E-02
AT1G08360 (INDUCED:PCHX) AT5G10970	0.4	5.5E-02
AT1G08500 (INDUCED:PCHX) AT5G10970	0.7	6.0E-02
AT1G08580 (INDUCED:PCHX) AT5G10970	0.5	6.8E-03
AT1G08730 (REPRESSED:PCHX) AT5G10970	-0.5	3.7E-03
AT1G08830 (REPRESSED:PCHX) AT5G10970	-0.3	4.2E-03
AT1G08880 (INDUCED:PCHX) AT5G10970	0.7	7.1E-07
AT1G08930 (REPRESSED:PCHX) AT5G10970	-1.1	4.0E-23
AT1G08980 (REPRESSED:PCHX) AT5G10970	-0.4	2.9E-02
AT1G09080 (INDUCED:PCHX) AT5G10970	0.4	2.5E-02
AT1G09090 (INDUCED:PCHX) AT5G10970	0.6	4.6E-03
AT1G09130 (REPRESSED:PCHX) AT5G10970	-0.3	2.8E-02
AT1G09200 (INDUCED:PCHX) AT5G10970	0.8	8.8E-05
AT1G09230 (INDUCED:PCHX) AT5G10970	0.3	9.5E-02
AT1G09430 (REPRESSED:PCHX) AT5G10970	-0.6	8.6E-05
AT1G09575 (REPRESSED:PCHX) AT5G10970	-0.7	5.4E-07
AT1G09815 (INDUCED:PCHX) AT5G10970	0.5	1.2E-02
AT1G09840 (REPRESSED:PCHX) AT5G10970	-0.4	1.1E-02
AT1G09930 (REPRESSED:PCHX) AT5G10970	-0.3	2.5E-02
AT1G09970 (REPRESSED:PCHX) AT5G10970	-0.8	6.6E-10
AT1G10230 (INDUCED:PCHX) AT5G10970	0.5	5.5E-02
AT1G10300 (INDUCED:PCHX) AT5G10970	0.7	1.2E-02
AT1G10370 (REPRESSED:PCHX) AT5G10970	-0.3	6.5E-02
AT1G10400 (REPRESSED:PCHX) AT5G10970	-0.8	3.4E-02
AT1G10410 (REPRESSED:PCHX) AT5G10970	-0.4	5.7E-02
AT1G10480 (REPRESSED:PCHX) AT5G10970	-1.4	4.0E-30
AT1G10560 (INDUCED:PCHX) AT5G10970	1.2	2.1E-11
AT1G10590 (INDUCED:PCHX) AT5G10970	0.4	6.7E-03
AT1G10650 (INDUCED:PCHX) AT5G10970	0.4	5.0E-03
AT1G10690 (INDUCED:PCHX) AT5G10970	0.8	2.2E-02
AT1G10840 (INDUCED:PCHX) AT5G10970	0.3	3.9E-02
AT1G11000 (INDUCED:PCHX) AT5G10970	1.1	2.5E-05
AT1G11190 (INDUCED:PCHX) AT5G10970	0.4	9.5E-02
AT1G11200 (REPRESSED:PCHX) AT5G10970	-0.7	7.1E-03
AT1G11290 (REPRESSED:PCHX) AT5G10970	-0.6	7.5E-02
AT1G11310 (REPRESSED:PCHX) AT5G10970	-0.4	1.1E-03
AT1G11915 (INDUCED:PCHX) AT5G10970	0.9	3.8E-02
AT1G11960 (REPRESSED:PCHX) AT5G10970	-0.2	5.2E-02
AT1G12000 (REPRESSED:PCHX) AT5G10970	-0.6	6.9E-06
AT1G12050 (REPRESSED:PCHX) AT5G10970	-0.6	7.6E-06
AT1G12140 (REPRESSED:PCHX) AT5G10970	-0.5	2.0E-04
AT1G12160 (REPRESSED:PCHX) AT5G10970	-0.7	3.4E-02
AT1G12200 (REPRESSED:PCHX) AT5G10970	-0.4	4.1E-03
AT1G12260 (REPRESSED:PCHX) AT5G10970	-0.8	7.6E-02
AT1G12580 (REPRESSED:PCHX) AT5G10970	-0.6	1.9E-05
AT1G12650 (INDUCED:PCHX) AT5G10970	0.5	2.8E-02
AT1G12740 (INDUCED:PCHX) AT5G10970	0.7	2.2E-02
AT1G12780 (REPRESSED:PCHX) AT5G10970	-0.3	3.7E-02
AT1G12880 (REPRESSED:PCHX) AT5G10970	-0.7	4.3E-02
AT1G12950 (REPRESSED:PCHX) AT5G10970	-1.0	3.7E-12
AT1G13210 (REPRESSED:PCHX) AT5G10970	-0.7	9.3E-14
AT1G13260 (REPRESSED:PCHX) AT5G10970	-0.5	9.9E-06
AT1G13300 (INDUCED:PCHX) AT5G10970	0.8	5.6E-02
AT1G13310 (REPRESSED:PCHX) AT5G10970	-0.5	3.6E-03
AT1G13320 (REPRESSED:PCHX) AT5G10970	-0.3	4.9E-02
AT1G13340 (REPRESSED:PCHX) AT5G10970	-0.5	3.6E-05
AT1G13370 (INDUCED:PCHX) AT5G10970	0.7	9.1E-02
AT1G13420 (INDUCED:PCHX) AT5G10970	0.8	7.0E-02
AT1G13440 (REPRESSED:PCHX) AT5G10970	-0.3	4.2E-02
AT1G13600 (REPRESSED:PCHX) AT5G10970	-1.4	3.6E-06
AT1G13980 (REPRESSED:PCHX) AT5G10970	-0.4	6.4E-02
AT1G14000 (REPRESSED:PCHX) AT5G10970	-0.2	8.7E-02
AT1G14040 (REPRESSED:PCHX) AT5G10970	-1.1	5.8E-04
AT1G14060 (INDUCED:PCHX) AT5G10970	1.1	5.1E-06
AT1G14240 (INDUCED:PCHX) AT5G10970	0.5	7.6E-02
AT1G14320 (INDUCED:PCHX) AT5G10970	0.5	5.6E-06
AT1G14330 (REPRESSED:PCHX) AT5G10970	-0.6	1.9E-03
AT1G14340 (REPRESSED:PCHX) AT5G10970	-0.3	8.1E-02
AT1G14490 (REPRESSED:PCHX) AT5G10970	-0.7	8.6E-04
AT1G14540 (REPRESSED:PCHX) AT5G10970	-1.2	9.2E-04
AT1G14680 (INDUCED:PCHX) AT5G10970	0.7	6.1E-02
AT1G14720 (INDUCED:PCHX) AT5G10970	0.4	5.0E-03
AT1G14750 (INDUCED:PCHX) AT5G10970	0.8	7.5E-02
AT1G14780 (REPRESSED:PCHX) AT5G10970	-0.7	5.7E-10
AT1G14890 (REPRESSED:PCHX) AT5G10970	-0.4	1.5E-03
AT1G14900 (INDUCED:PCHX) AT5G10970	0.3	9.3E-02
AT1G14910 (REPRESSED:PCHX) AT5G10970	-0.4	5.4E-02
AT1G15060 (INDUCED:PCHX) AT5G10970	0.3	3.8E-02
AT1G15080 (INDUCED:PCHX) AT5G10970	0.7	4.7E-03
AT1G15210 (REPRESSED:PCHX) AT5G10970	-0.6	1.1E-06
AT1G15230 (INDUCED:PCHX) AT5G10970	0.3	5.1E-02
AT1G15400 (INDUCED:PCHX) AT5G10970	0.4	4.2E-02
AT1G15420 (INDUCED:PCHX) AT5G10970	0.5	1.1E-03
AT1G15440 (INDUCED:PCHX) AT5G10970	0.5	4.1E-04
AT1G15570 (REPRESSED:PCHX) AT5G10970	-1.0	4.4E-03
AT1G15580 (REPRESSED:PCHX) AT5G10970	-1.0	7.8E-04
AT1G15670 (REPRESSED:PCHX) AT5G10970	-0.7	4.0E-05
AT1G15780 (REPRESSED:PCHX) AT5G10970	-0.3	4.8E-02
AT1G15820 (INDUCED:PCHX) AT5G10970	0.7	8.8E-02
AT1G15930 (INDUCED:PCHX) AT5G10970	0.8	4.1E-09
AT1G15940 (INDUCED:PCHX) AT5G10970	0.3	6.6E-02
AT1G15950 (REPRESSED:PCHX) AT5G10970	-0.5	5.5E-03
AT1G15960 (REPRESSED:PCHX) AT5G10970	-0.5	5.2E-02
AT1G15980 (REPRESSED:PCHX) AT5G10970	-0.4	1.7E-02
AT1G15990 (REPRESSED:PCHX) AT5G10970	-0.7	4.9E-03
AT1G16020 (REPRESSED:PCHX) AT5G10970	-0.6	7.3E-03
AT1G16350 (REPRESSED:PCHX) AT5G10970	-0.3	7.8E-02
AT1G16380 (REPRESSED:PCHX) AT5G10970	-1.0	4.4E-09
AT1G16650 (INDUCED:PCHX) AT5G10970	0.5	4.4E-03
AT1G16670 (INDUCED:PCHX) AT5G10970	0.5	2.6E-04
AT1G16830 (INDUCED:PCHX) AT5G10970	0.8	2.1E-02
AT1G17060 (INDUCED:PCHX) AT5G10970	1.1	3.1E-05
AT1G17145 (INDUCED:PCHX) AT5G10970	0.6	7.7E-08
AT1G17180 (INDUCED:PCHX) AT5G10970	1.4	1.0E-14
AT1G17190 (INDUCED:PCHX) AT5G10970	1.6	2.1E-25
AT1G17360 (REPRESSED:PCHX) AT5G10970	-0.3	6.8E-02
AT1G17420 (REPRESSED:PCHX) AT5G10970	-1.4	1.5E-41
AT1G17440 (REPRESSED:PCHX) AT5G10970	-0.6	1.9E-07
AT1G17830 (INDUCED:PCHX) AT5G10970	0.4	3.9E-02
AT1G17950 (REPRESSED:PCHX) AT5G10970	-1.6	1.2E-29
AT1G18080 (INDUCED:PCHX) AT5G10970	0.4	2.4E-04
AT1G18090 (INDUCED:PCHX) AT5G10970	0.4	7.7E-02
AT1G18220 (INDUCED:PCHX) AT5G10970	1.0	2.5E-02
AT1G18270 (REPRESSED:PCHX) AT5G10970	-0.6	2.2E-06
AT1G18540 (INDUCED:PCHX) AT5G10970	0.6	2.8E-04
AT1G18570 (REPRESSED:PCHX) AT5G10970	-0.5	1.6E-04
AT1G18660 (REPRESSED:PCHX) AT5G10970	-0.3	6.6E-02
AT1G18710 (INDUCED:PCHX) AT5G10970	0.6	4.0E-04
AT1G18800 (INDUCED:PCHX) AT5G10970	0.6	1.7E-03
AT1G18850 (INDUCED:PCHX) AT5G10970	0.7	9.8E-04
AT1G18880 (REPRESSED:PCHX) AT5G10970	-0.6	9.8E-05
AT1G19180 (REPRESSED:PCHX) AT5G10970	-0.4	6.2E-04
AT1G19220 (REPRESSED:PCHX) AT5G10970	-0.5	8.4E-05
AT1G19230 (REPRESSED:PCHX) AT5G10970	-0.4	1.9E-02
AT1G19300 (INDUCED:PCHX) AT5G10970	0.8	2.6E-02
AT1G19700 (REPRESSED:PCHX) AT5G10970	-0.4	2.5E-02
AT1G19870 (REPRESSED:PCHX) AT5G10970	-0.4	2.2E-03
AT1G19920 (REPRESSED:PCHX) AT5G10970	-0.5	3.9E-03
AT1G20100 (INDUCED:PCHX) AT5G10970	0.5	3.8E-04
AT1G20220 (INDUCED:PCHX) AT5G10970	0.4	2.4E-02
AT1G20350 (INDUCED:PCHX) AT5G10970	1.1	3.7E-03
AT1G20380 (REPRESSED:PCHX) AT5G10970	-1.6	2.7E-20
AT1G20500 (INDUCED:PCHX) AT5G10970	0.4	2.8E-02
AT1G20560 (REPRESSED:PCHX) AT5G10970	-0.4	4.1E-02
AT1G20640 (REPRESSED:PCHX) AT5G10970	-0.4	3.8E-02
AT1G20950 (REPRESSED:PCHX) AT5G10970	-0.4	2.5E-02
AT1G20980 (REPRESSED:PCHX) AT5G10970	-0.3	3.8E-02
AT1G21000 (REPRESSED:PCHX) AT5G10970	-0.4	2.9E-04
AT1G21120 (REPRESSED:PCHX) AT5G10970	-0.9	3.0E-02
AT1G21310 (INDUCED:PCHX) AT5G10970	0.6	1.4E-07
AT1G21450 (REPRESSED:PCHX) AT5G10970	-0.4	4.1E-04
AT1G21550 (INDUCED:PCHX) AT5G10970	1.2	1.2E-14
AT1G21590 (INDUCED:PCHX) AT5G10970	0.4	3.2E-02
AT1G21630 (REPRESSED:PCHX) AT5G10970	-0.4	1.1E-02
AT1G21670 (INDUCED:PCHX) AT5G10970	0.9	9.2E-03
AT1G21680 (INDUCED:PCHX) AT5G10970	0.4	4.7E-03
AT1G21810 (REPRESSED:PCHX) AT5G10970	-0.8	7.6E-02
AT1G22290 (REPRESSED:PCHX) AT5G10970	-0.7	4.5E-02
AT1G22410 (REPRESSED:PCHX) AT5G10970	-0.6	2.2E-06
AT1G22530 (REPRESSED:PCHX) AT5G10970	-1.1	5.4E-20
AT1G22620 (REPRESSED:PCHX) AT5G10970	-0.4	3.2E-02
AT1G22710 (REPRESSED:PCHX) AT5G10970	-0.4	1.5E-03
AT1G22780 (INDUCED:PCHX) AT5G10970	0.5	3.2E-03
AT1G22970 (INDUCED:PCHX) AT5G10970	0.8	3.4E-04
AT1G22985 (INDUCED:PCHX) AT5G10970	0.8	1.2E-05
AT1G23010 (REPRESSED:PCHX) AT5G10970	-0.7	4.3E-03
AT1G23120 (INDUCED:PCHX) AT5G10970	0.6	5.4E-03
AT1G23190 (REPRESSED:PCHX) AT5G10970	-0.3	3.6E-02
AT1G23230 (REPRESSED:PCHX) AT5G10970	-0.3	8.5E-02
AT1G23280 (INDUCED:PCHX) AT5G10970	0.9	2.6E-08
AT1G23490 (INDUCED:PCHX) AT5G10970	0.3	3.4E-02
AT1G23560 (INDUCED:PCHX) AT5G10970	0.7	2.5E-03
AT1G23790 (REPRESSED:PCHX) AT5G10970	-0.7	4.9E-02
AT1G23870 (REPRESSED:PCHX) AT5G10970	-0.4	2.0E-03
AT1G24180 (REPRESSED:PCHX) AT5G10970	-0.2	8.9E-02
AT1G24460 (REPRESSED:PCHX) AT5G10970	-0.3	7.7E-02
AT1G24625 (REPRESSED:PCHX) AT5G10970	-0.9	5.9E-04
AT1G25260 (INDUCED:PCHX) AT5G10970	0.9	8.9E-09
AT1G25560 (REPRESSED:PCHX) AT5G10970	-0.4	1.4E-03
AT1G26150 (REPRESSED:PCHX) AT5G10970	-0.5	1.0E-01
AT1G26450 (INDUCED:PCHX) AT5G10970	1.0	3.1E-04
AT1G26470 (INDUCED:PCHX) AT5G10970	0.5	7.2E-02
AT1G26665 (INDUCED:PCHX) AT5G10970	0.4	3.1E-02
AT1G26740 (REPRESSED:PCHX) AT5G10970	-0.7	2.0E-03
AT1G26820 (INDUCED:PCHX) AT5G10970	0.8	4.0E-03
AT1G26880 (INDUCED:PCHX) AT5G10970	0.6	3.8E-04
AT1G26910 (INDUCED:PCHX) AT5G10970	0.7	1.4E-02
AT1G27050 (INDUCED:PCHX) AT5G10970	0.7	4.1E-02
AT1G27320 (REPRESSED:PCHX) AT5G10970	-0.5	1.1E-04
AT1G27400 (INDUCED:PCHX) AT5G10970	0.6	1.7E-04
AT1G27435 (INDUCED:PCHX) AT5G10970	0.6	8.9E-02
AT1G27450 (REPRESSED:PCHX) AT5G10970	-0.4	4.5E-02
AT1G27530 (REPRESSED:PCHX) AT5G10970	-0.3	6.1E-02
AT1G27570 (INDUCED:PCHX) AT5G10970	0.7	9.5E-02
AT1G27670 (REPRESSED:PCHX) AT5G10970	-0.7	6.4E-02
AT1G27700 (REPRESSED:PCHX) AT5G10970	-0.7	1.7E-08
AT1G27730 (REPRESSED:PCHX) AT5G10970	-0.7	2.1E-07
AT1G27950 (INDUCED:PCHX) AT5G10970	1.0	3.1E-03
AT1G27980 (REPRESSED:PCHX) AT5G10970	-0.7	3.2E-07
AT1G28060 (INDUCED:PCHX) AT5G10970	0.3	9.5E-02
AT1G28110 (REPRESSED:PCHX) AT5G10970	-0.9	1.6E-04
AT1G28190 (REPRESSED:PCHX) AT5G10970	-1.0	1.8E-12
AT1G28250 (INDUCED:PCHX) AT5G10970	0.4	9.4E-02
AT1G28260 (REPRESSED:PCHX) AT5G10970	-0.4	5.3E-03
AT1G28330 (INDUCED:PCHX) AT5G10970	0.3	2.9E-02
AT1G28360 (REPRESSED:PCHX) AT5G10970	-1.3	2.9E-05
AT1G28375 (REPRESSED:PCHX) AT5G10970	-1.1	1.0E-03
AT1G28380 (REPRESSED:PCHX) AT5G10970	-0.7	1.2E-10
AT1G28395 (INDUCED:PCHX) AT5G10970	0.7	3.4E-02
AT1G28610 (REPRESSED:PCHX) AT5G10970	-0.7	9.5E-02
AT1G29050 (REPRESSED:PCHX) AT5G10970	-0.9	1.1E-03
AT1G29250 (INDUCED:PCHX) AT5G10970	0.6	1.2E-02
AT1G29400 (REPRESSED:PCHX) AT5G10970	-0.4	6.8E-04
AT1G29470 (REPRESSED:PCHX) AT5G10970	-0.4	7.6E-04
AT1G29680 (REPRESSED:PCHX) AT5G10970	-0.4	3.4E-02
AT1G29940 (INDUCED:PCHX) AT5G10970	0.4	6.6E-03
AT1G30070 (REPRESSED:PCHX) AT5G10970	-0.3	6.4E-02
AT1G30110 (INDUCED:PCHX) AT5G10970	0.4	1.7E-02
AT1G30120 (REPRESSED:PCHX) AT5G10970	-0.4	6.4E-02
AT1G30135 (REPRESSED:PCHX) AT5G10970	-0.5	2.1E-04
AT1G30240 (INDUCED:PCHX) AT5G10970	0.4	6.0E-02
AT1G30400 (INDUCED:PCHX) AT5G10970	0.9	1.8E-12
AT1G30490 (REPRESSED:PCHX) AT5G10970	-0.4	3.4E-02
AT1G30600 (REPRESSED:PCHX) AT5G10970	-1.0	3.5E-04
AT1G30700 (REPRESSED:PCHX) AT5G10970	-0.8	2.2E-04
AT1G30750 (REPRESSED:PCHX) AT5G10970	-1.2	1.5E-10
AT1G30825 (REPRESSED:PCHX) AT5G10970	-0.5	8.6E-02
AT1G30850 (INDUCED:PCHX) AT5G10970	0.8	8.1E-02
AT1G30870 (INDUCED:PCHX) AT5G10970	0.8	5.7E-02
AT1G30880 (INDUCED:PCHX) AT5G10970	0.8	6.7E-07
AT1G31120 (REPRESSED:PCHX) AT5G10970	-0.5	1.2E-03
AT1G31280 (REPRESSED:PCHX) AT5G10970	-0.2	9.7E-02
AT1G31440 (REPRESSED:PCHX) AT5G10970	-0.4	1.7E-02
AT1G31660 (INDUCED:PCHX) AT5G10970	0.8	1.0E-05
AT1G31770 (REPRESSED:PCHX) AT5G10970	-0.6	9.2E-06
AT1G31850 (REPRESSED:PCHX) AT5G10970	-0.5	2.7E-03
AT1G31860 (INDUCED:PCHX) AT5G10970	0.8	7.4E-04
AT1G31970 (INDUCED:PCHX) AT5G10970	0.4	3.4E-02
AT1G32090 (REPRESSED:PCHX) AT5G10970	-0.8	5.1E-11
AT1G32100 (REPRESSED:PCHX) AT5G10970	-0.6	1.8E-06
AT1G32440 (REPRESSED:PCHX) AT5G10970	-0.4	5.2E-02
AT1G32700 (REPRESSED:PCHX) AT5G10970	-0.7	1.8E-10
AT1G32920 (REPRESSED:PCHX) AT5G10970	-0.4	4.8E-02
AT1G33590 (REPRESSED:PCHX) AT5G10970	-0.8	1.5E-06
AT1G33700 (REPRESSED:PCHX) AT5G10970	-0.7	7.9E-05
AT1G33760 (REPRESSED:PCHX) AT5G10970	-0.8	2.2E-06
AT1G34030 (INDUCED:PCHX) AT5G10970	0.7	1.1E-04
AT1G34320 (REPRESSED:PCHX) AT5G10970	-0.3	9.8E-02
AT1G34430 (REPRESSED:PCHX) AT5G10970	-0.5	2.7E-02
AT1G34480 (INDUCED:PCHX) AT5G10970	0.8	8.8E-02
AT1G34760 (INDUCED:PCHX) AT5G10970	1.0	2.0E-02
AT1G35190 (REPRESSED:PCHX) AT5G10970	-0.3	2.5E-02
AT1G35560 (REPRESSED:PCHX) AT5G10970	-0.7	5.2E-03
AT1G35580 (REPRESSED:PCHX) AT5G10970	-0.3	4.0E-02
AT1G35730 (INDUCED:PCHX) AT5G10970	0.6	6.9E-02
AT1G35910 (REPRESSED:PCHX) AT5G10970	-1.1	1.1E-16
AT1G36060 (INDUCED:PCHX) AT5G10970	0.9	2.9E-02
AT1G36160 (REPRESSED:PCHX) AT5G10970	-0.4	6.1E-03
AT1G36180 (REPRESSED:PCHX) AT5G10970	-0.4	7.8E-02
AT1G36310 (INDUCED:PCHX) AT5G10970	0.6	4.0E-03
AT1G36370 (INDUCED:PCHX) AT5G10970	0.6	6.3E-06
AT1G37130 (REPRESSED:PCHX) AT5G10970	-1.0	2.0E-14
AT1G43170 (INDUCED:PCHX) AT5G10970	0.5	2.5E-05
AT1G43900 (REPRESSED:PCHX) AT5G10970	-0.4	1.3E-02
AT1G43910 (REPRESSED:PCHX) AT5G10970	-0.5	1.1E-03
AT1G44090 (INDUCED:PCHX) AT5G10970	0.8	1.9E-02
AT1G44100 (REPRESSED:PCHX) AT5G10970	-1.4	1.2E-25
AT1G44170 (REPRESSED:PCHX) AT5G10970	-0.3	7.3E-03
AT1G44800 (REPRESSED:PCHX) AT5G10970	-0.3	9.4E-02
AT1G44830 (REPRESSED:PCHX) AT5G10970	-0.4	7.6E-02
AT1G45110 (INDUCED:PCHX) AT5G10970	0.8	2.0E-02
AT1G45160 (REPRESSED:PCHX) AT5G10970	-0.4	2.4E-02
AT1G45688 (REPRESSED:PCHX) AT5G10970	-0.4	1.4E-02
AT1G47480 (REPRESSED:PCHX) AT5G10970	-0.9	5.7E-05
AT1G47530 (REPRESSED:PCHX) AT5G10970	-0.5	1.3E-02
AT1G47970 (INDUCED:PCHX) AT5G10970	0.5	1.9E-03
AT1G48330 (INDUCED:PCHX) AT5G10970	0.7	9.3E-02
AT1G48410 (REPRESSED:PCHX) AT5G10970	-0.2	5.0E-02
AT1G48480 (REPRESSED:PCHX) AT5G10970	-0.6	1.8E-04
AT1G48580 (INDUCED:PCHX) AT5G10970	0.8	3.6E-02
AT1G48630 (INDUCED:PCHX) AT5G10970	1.0	9.0E-09
AT1G48830 (INDUCED:PCHX) AT5G10970	0.6	2.1E-03
AT1G48850 (REPRESSED:PCHX) AT5G10970	-0.7	1.6E-07
AT1G48920 (INDUCED:PCHX) AT5G10970	0.6	1.1E-08
AT1G48930 (INDUCED:PCHX) AT5G10970	1.0	2.8E-05
AT1G49180 (REPRESSED:PCHX) AT5G10970	-0.5	8.1E-02
AT1G49450 (REPRESSED:PCHX) AT5G10970	-0.6	2.5E-04
AT1G49500 (INDUCED:PCHX) AT5G10970	1.3	1.7E-08
AT1G49540 (INDUCED:PCHX) AT5G10970	0.4	2.6E-02
AT1G49600 (INDUCED:PCHX) AT5G10970	0.5	4.2E-02
AT1G49670 (REPRESSED:PCHX) AT5G10970	-0.4	1.5E-04
AT1G49740 (REPRESSED:PCHX) AT5G10970	-0.5	2.7E-02
AT1G49760 (INDUCED:PCHX) AT5G10970	0.4	1.3E-02
AT1G50030 (REPRESSED:PCHX) AT5G10970	-0.3	9.5E-02
AT1G50400 (INDUCED:PCHX) AT5G10970	0.5	2.2E-02
AT1G50420 (REPRESSED:PCHX) AT5G10970	-0.9	2.1E-08
AT1G50600 (REPRESSED:PCHX) AT5G10970	-0.3	4.6E-02
AT1G50670 (REPRESSED:PCHX) AT5G10970	-0.3	8.8E-02
AT1G50740 (INDUCED:PCHX) AT5G10970	0.5	1.5E-05
AT1G50920 (INDUCED:PCHX) AT5G10970	0.6	1.7E-07
AT1G51060 (INDUCED:PCHX) AT5G10970	1.0	5.6E-13
AT1G51270 (INDUCED:PCHX) AT5G10970	1.0	3.7E-04
AT1G51420 (INDUCED:PCHX) AT5G10970	0.6	4.4E-03
