shared name	FOLDCHANGE	PVALUE
AT1G16440 (INDUCED:PCHX) AT3G16870	1.2	8.8E-04
AT1G16900 (INDUCED:PCHX) AT3G16870	0.4	6.7E-02
AT1G17170 (REPRESSED:PCHX) AT3G16870	-0.6	1.3E-05
AT1G17340 (REPRESSED:PCHX) AT3G16870	-0.5	5.3E-03
AT1G17360 (INDUCED:PCHX) AT3G16870	0.4	3.1E-02
AT1G17420 (REPRESSED:PCHX) AT3G16870	-0.4	2.4E-02
AT1G17460 (INDUCED:PCHX) AT3G16870	1.2	3.1E-07
AT1G17620 (REPRESSED:PCHX) AT3G16870	-0.6	2.1E-04
AT1G17690 (INDUCED:PCHX) AT3G16870	0.8	7.5E-06
AT1G17750 (REPRESSED:PCHX) AT3G16870	-0.3	5.7E-02
AT1G17950 (INDUCED:PCHX) AT3G16870	0.6	8.5E-02
AT1G18090 (INDUCED:PCHX) AT3G16870	0.6	9.5E-02
AT1G18270 (REPRESSED:PCHX) AT3G16870	-0.5	3.7E-05
AT1G18450 (INDUCED:PCHX) AT3G16870	0.6	4.4E-03
AT1G18470 (INDUCED:PCHX) AT3G16870	0.3	5.0E-02
AT1G18590 (REPRESSED:PCHX) AT3G16870	-0.9	2.1E-03
AT1G18720 (REPRESSED:PCHX) AT3G16870	-0.3	3.8E-02
AT1G18800 (INDUCED:PCHX) AT3G16870	0.8	5.9E-06
AT1G18880 (REPRESSED:PCHX) AT3G16870	-0.4	2.2E-02
AT1G19020 (REPRESSED:PCHX) AT3G16870	-0.3	9.5E-02
AT1G19160 (REPRESSED:PCHX) AT3G16870	-0.7	7.6E-02
AT1G19210 (REPRESSED:PCHX) AT3G16870	-0.4	6.6E-02
AT1G19220 (REPRESSED:PCHX) AT3G16870	-0.4	8.2E-02
AT1G19250 (INDUCED:PCHX) AT3G16870	1.1	9.6E-05
AT1G19835 (REPRESSED:PCHX) AT3G16870	-0.4	5.8E-02
AT1G19860 (INDUCED:PCHX) AT3G16870	0.5	2.2E-02
AT1G20180 (INDUCED:PCHX) AT3G16870	1.7	7.2E-07
AT1G20310 (REPRESSED:PCHX) AT3G16870	-0.6	5.3E-07
AT1G20500 (INDUCED:PCHX) AT3G16870	0.5	3.6E-03
AT1G20510 (REPRESSED:PCHX) AT3G16870	-0.4	1.6E-03
AT1G20560 (REPRESSED:PCHX) AT3G16870	-0.6	5.5E-03
AT1G20580 (INDUCED:PCHX) AT3G16870	0.4	6.8E-02
AT1G20693 (INDUCED:PCHX) AT3G16870	0.3	4.6E-02
AT1G20696 (INDUCED:PCHX) AT3G16870	0.4	1.3E-02
AT1G20750 (INDUCED:PCHX) AT3G16870	1.3	1.3E-04
AT1G20920 (INDUCED:PCHX) AT3G16870	0.4	1.2E-02
AT1G21010 (REPRESSED:PCHX) AT3G16870	-0.5	1.4E-02
AT1G21270 (INDUCED:PCHX) AT3G16870	1.0	1.3E-02
AT1G21460 (REPRESSED:PCHX) AT3G16870	-0.5	1.8E-02
AT1G21550 (REPRESSED:PCHX) AT3G16870	-0.8	2.3E-05
AT1G21600 (INDUCED:PCHX) AT3G16870	0.8	5.1E-02
AT1G21610 (INDUCED:PCHX) AT3G16870	0.4	6.6E-02
AT1G21740 (INDUCED:PCHX) AT3G16870	0.7	4.2E-02
AT1G22275 (INDUCED:PCHX) AT3G16870	0.7	4.7E-02
AT1G22300 (REPRESSED:PCHX) AT3G16870	-0.3	6.6E-02
AT1G22410 (REPRESSED:PCHX) AT3G16870	-0.9	2.6E-09
AT1G22530 (REPRESSED:PCHX) AT3G16870	-0.6	1.8E-03
AT1G22540 (REPRESSED:PCHX) AT3G16870	-0.7	2.7E-03
AT1G22660 (INDUCED:PCHX) AT3G16870	0.7	1.8E-03
AT1G22710 (REPRESSED:PCHX) AT3G16870	-0.7	4.2E-02
AT1G22780 (INDUCED:PCHX) AT3G16870	0.5	8.2E-02
AT1G22840 (REPRESSED:PCHX) AT3G16870	-0.4	9.5E-03
AT1G22970 (INDUCED:PCHX) AT3G16870	0.5	8.1E-02
AT1G23190 (REPRESSED:PCHX) AT3G16870	-0.9	3.5E-13
AT1G23480 (REPRESSED:PCHX) AT3G16870	-0.9	4.5E-04
AT1G24180 (REPRESSED:PCHX) AT3G16870	-0.5	3.1E-04
AT1G24330 (REPRESSED:PCHX) AT3G16870	-0.4	7.4E-02
AT1G24575 (REPRESSED:PCHX) AT3G16870	-1.1	5.0E-03
AT1G24610 (INDUCED:PCHX) AT3G16870	0.8	1.2E-03
AT1G24625 (REPRESSED:PCHX) AT3G16870	-0.8	1.8E-03
AT1G25260 (INDUCED:PCHX) AT3G16870	0.7	3.3E-03
AT1G26150 (INDUCED:PCHX) AT3G16870	0.7	6.3E-03
AT1G26330 (INDUCED:PCHX) AT3G16870	1.0	1.6E-02
AT1G26410 (INDUCED:PCHX) AT3G16870	0.7	6.6E-02
AT1G26690 (REPRESSED:PCHX) AT3G16870	-0.4	8.9E-02
AT1G26740 (REPRESSED:PCHX) AT3G16870	-0.5	7.3E-02
AT1G26920 (INDUCED:PCHX) AT3G16870	0.5	8.9E-02
AT1G27000 (REPRESSED:PCHX) AT3G16870	-0.3	5.8E-02
AT1G27360 (INDUCED:PCHX) AT3G16870	0.6	8.8E-02
AT1G27450 (REPRESSED:PCHX) AT3G16870	-0.5	4.0E-02
AT1G27520 (INDUCED:PCHX) AT3G16870	0.5	1.8E-02
AT1G27530 (REPRESSED:PCHX) AT3G16870	-0.5	4.3E-03
AT1G27770 (REPRESSED:PCHX) AT3G16870	-0.4	1.9E-03
AT1G27820 (INDUCED:PCHX) AT3G16870	0.8	5.8E-02
AT1G27900 (INDUCED:PCHX) AT3G16870	0.6	1.2E-02
AT1G27950 (INDUCED:PCHX) AT3G16870	0.8	5.5E-02
AT1G27970 (INDUCED:PCHX) AT3G16870	0.4	1.5E-02
AT1G28110 (REPRESSED:PCHX) AT3G16870	-1.1	1.7E-05
AT1G28130 (INDUCED:PCHX) AT3G16870	0.7	2.6E-02
AT1G28340 (INDUCED:PCHX) AT3G16870	0.5	4.0E-02
AT1G28375 (REPRESSED:PCHX) AT3G16870	-0.7	1.1E-02
AT1G28410 (INDUCED:PCHX) AT3G16870	0.8	4.0E-04
AT1G29050 (REPRESSED:PCHX) AT3G16870	-0.8	1.0E-02
AT1G29230 (REPRESSED:PCHX) AT3G16870	-0.7	6.2E-02
AT1G29250 (INDUCED:PCHX) AT3G16870	0.5	5.6E-02
AT1G29310 (REPRESSED:PCHX) AT3G16870	-0.7	3.1E-02
AT1G29470 (REPRESSED:PCHX) AT3G16870	-0.6	4.8E-04
AT1G29630 (INDUCED:PCHX) AT3G16870	0.5	9.7E-02
AT1G29940 (INDUCED:PCHX) AT3G16870	0.4	4.4E-02
AT1G29990 (INDUCED:PCHX) AT3G16870	0.5	7.3E-02
AT1G30135 (REPRESSED:PCHX) AT3G16870	-0.6	6.3E-05
AT1G30200 (REPRESSED:PCHX) AT3G16870	-0.5	5.0E-02
AT1G30490 (REPRESSED:PCHX) AT3G16870	-0.4	8.1E-02
AT1G30510 (REPRESSED:PCHX) AT3G16870	-0.4	3.5E-02
AT1G30600 (INDUCED:PCHX) AT3G16870	1.0	5.2E-04
AT1G30660 (INDUCED:PCHX) AT3G16870	0.7	3.0E-02
AT1G30750 (INDUCED:PCHX) AT3G16870	0.7	5.9E-03
AT1G31660 (INDUCED:PCHX) AT3G16870	0.5	2.3E-02
AT1G31770 (REPRESSED:PCHX) AT3G16870	-1.2	1.1E-07
AT1G31780 (REPRESSED:PCHX) AT3G16870	-0.7	5.6E-03
AT1G31840 (INDUCED:PCHX) AT3G16870	0.7	9.6E-02
AT1G32170 (REPRESSED:PCHX) AT3G16870	-0.8	2.5E-06
AT1G32570 (INDUCED:PCHX) AT3G16870	0.7	9.8E-02
AT1G32790 (REPRESSED:PCHX) AT3G16870	-0.4	3.6E-02
AT1G32920 (REPRESSED:PCHX) AT3G16870	-0.5	8.2E-03
AT1G32970 (REPRESSED:PCHX) AT3G16870	-0.9	1.3E-06
AT1G33590 (REPRESSED:PCHX) AT3G16870	-0.6	7.2E-03
AT1G33600 (INDUCED:PCHX) AT3G16870	0.6	7.3E-02
AT1G33760 (REPRESSED:PCHX) AT3G16870	-1.1	7.7E-24
AT1G34260 (INDUCED:PCHX) AT3G16870	0.4	4.9E-03
AT1G34770 (INDUCED:PCHX) AT3G16870	0.7	1.2E-02
AT1G35190 (REPRESSED:PCHX) AT3G16870	-0.7	1.3E-05
AT1G35510 (INDUCED:PCHX) AT3G16870	0.4	4.2E-02
AT1G35530 (INDUCED:PCHX) AT3G16870	1.0	9.5E-04
AT1G35720 (REPRESSED:PCHX) AT3G16870	-1.0	1.8E-15
AT1G35910 (REPRESSED:PCHX) AT3G16870	-0.4	9.3E-02
AT1G36180 (INDUCED:PCHX) AT3G16870	1.4	7.4E-15
AT1G36370 (INDUCED:PCHX) AT3G16870	0.4	2.4E-02
AT1G37130 (REPRESSED:PCHX) AT3G16870	-0.8	4.4E-09
AT1G43910 (REPRESSED:PCHX) AT3G16870	-0.3	7.0E-02
AT1G44100 (REPRESSED:PCHX) AT3G16870	-0.5	4.5E-04
AT1G44350 (REPRESSED:PCHX) AT3G16870	-0.4	5.0E-03
AT1G44800 (REPRESSED:PCHX) AT3G16870	-1.1	9.4E-08
AT1G45230 (INDUCED:PCHX) AT3G16870	0.8	7.4E-02
AT1G45688 (REPRESSED:PCHX) AT3G16870	-0.4	3.3E-02
AT1G47260 (REPRESSED:PCHX) AT3G16870	-0.5	1.7E-02
AT1G47420 (REPRESSED:PCHX) AT3G16870	-0.6	1.5E-05
AT1G47570 (INDUCED:PCHX) AT3G16870	0.4	6.0E-02
AT1G47970 (INDUCED:PCHX) AT3G16870	0.7	6.0E-05
AT1G48030 (REPRESSED:PCHX) AT3G16870	-0.6	2.5E-04
AT1G48610 (INDUCED:PCHX) AT3G16870	1.2	2.9E-05
AT1G48630 (INDUCED:PCHX) AT3G16870	0.7	2.2E-02
AT1G48640 (INDUCED:PCHX) AT3G16870	0.9	1.8E-02
AT1G48850 (REPRESSED:PCHX) AT3G16870	-0.7	2.5E-04
AT1G48920 (INDUCED:PCHX) AT3G16870	0.4	1.4E-02
AT1G48950 (INDUCED:PCHX) AT3G16870	0.5	6.1E-02
AT1G49240 (REPRESSED:PCHX) AT3G16870	-0.4	5.2E-02
AT1G49300 (REPRESSED:PCHX) AT3G16870	-0.4	1.1E-02
AT1G49310 (REPRESSED:PCHX) AT3G16870	-1.0	7.5E-05
AT1G49670 (REPRESSED:PCHX) AT3G16870	-0.8	5.1E-07
AT1G49760 (INDUCED:PCHX) AT3G16870	0.4	8.6E-02
AT1G49840 (REPRESSED:PCHX) AT3G16870	-0.5	1.2E-03
AT1G49900 (INDUCED:PCHX) AT3G16870	0.8	9.5E-05
AT1G50010 (REPRESSED:PCHX) AT3G16870	-0.5	2.8E-02
AT1G50140 (INDUCED:PCHX) AT3G16870	0.4	1.1E-02
AT1G50310 (INDUCED:PCHX) AT3G16870	0.6	2.7E-02
AT1G50430 (REPRESSED:PCHX) AT3G16870	-0.6	6.2E-03
AT1G50500 (REPRESSED:PCHX) AT3G16870	-0.4	8.5E-02
AT1G50600 (REPRESSED:PCHX) AT3G16870	-0.6	2.2E-03
AT1G50670 (REPRESSED:PCHX) AT3G16870	-0.6	2.5E-03
AT1G50740 (REPRESSED:PCHX) AT3G16870	-0.6	1.4E-05
AT1G50920 (INDUCED:PCHX) AT3G16870	0.4	5.5E-02
AT1G51060 (INDUCED:PCHX) AT3G16870	0.5	6.1E-03
AT1G51090 (REPRESSED:PCHX) AT3G16870	-1.7	1.3E-11
AT1G51160 (REPRESSED:PCHX) AT3G16870	-0.5	3.9E-02
AT1G51170 (REPRESSED:PCHX) AT3G16870	-0.7	4.5E-02
AT1G51420 (REPRESSED:PCHX) AT3G16870	-0.9	2.3E-06
AT1G51650 (REPRESSED:PCHX) AT3G16870	-0.4	1.2E-02
AT1G51680 (REPRESSED:PCHX) AT3G16870	-0.9	5.1E-07
AT1G51810 (INDUCED:PCHX) AT3G16870	1.1	1.8E-06
AT1G51890 (INDUCED:PCHX) AT3G16870	1.1	5.4E-03
AT1G52070 (REPRESSED:PCHX) AT3G16870	-1.3	6.0E-06
AT1G52360 (REPRESSED:PCHX) AT3G16870	-0.3	4.3E-02
AT1G52500 (INDUCED:PCHX) AT3G16870	0.7	2.7E-03
AT1G52890 (REPRESSED:PCHX) AT3G16870	-0.3	2.5E-02
AT1G52930 (INDUCED:PCHX) AT3G16870	0.6	1.8E-02
AT1G52980 (INDUCED:PCHX) AT3G16870	0.4	9.7E-02
AT1G53200 (INDUCED:PCHX) AT3G16870	0.6	1.4E-02
AT1G53210 (REPRESSED:PCHX) AT3G16870	-1.0	1.4E-17
AT1G53240 (REPRESSED:PCHX) AT3G16870	-0.4	8.5E-02
AT1G53280 (REPRESSED:PCHX) AT3G16870	-0.5	1.4E-02
AT1G53310 (REPRESSED:PCHX) AT3G16870	-0.6	1.3E-06
AT1G53460 (INDUCED:PCHX) AT3G16870	0.5	9.3E-02
AT1G53560 (REPRESSED:PCHX) AT3G16870	-0.4	2.1E-02
AT1G53730 (INDUCED:PCHX) AT3G16870	0.4	7.5E-02
AT1G54690 (INDUCED:PCHX) AT3G16870	1.1	1.3E-03
AT1G54890 (REPRESSED:PCHX) AT3G16870	-0.8	3.7E-04
AT1G54920 (REPRESSED:PCHX) AT3G16870	-0.4	8.9E-02
AT1G55020 (INDUCED:PCHX) AT3G16870	0.6	2.3E-02
AT1G55370 (INDUCED:PCHX) AT3G16870	1.1	3.8E-03
AT1G55840 (REPRESSED:PCHX) AT3G16870	-0.5	1.8E-02
AT1G56110 (INDUCED:PCHX) AT3G16870	0.7	2.8E-05
AT1G56150 (REPRESSED:PCHX) AT3G16870	-1.1	1.4E-15
AT1G56190 (REPRESSED:PCHX) AT3G16870	-0.5	9.2E-02
AT1G56410 (INDUCED:PCHX) AT3G16870	0.9	3.5E-02
AT1G56510 (INDUCED:PCHX) AT3G16870	0.6	1.2E-03
AT1G56670 (INDUCED:PCHX) AT3G16870	0.4	1.3E-02
AT1G57650 (INDUCED:PCHX) AT3G16870	0.6	1.6E-02
AT1G57770 (REPRESSED:PCHX) AT3G16870	-1.0	6.7E-03
AT1G57943 (INDUCED:PCHX) AT3G16870	1.1	1.1E-03
AT1G58290 (REPRESSED:PCHX) AT3G16870	-0.4	1.1E-02
AT1G59740 (REPRESSED:PCHX) AT3G16870	-1.1	1.0E-16
AT1G59760 (INDUCED:PCHX) AT3G16870	0.4	4.7E-02
AT1G59850 (INDUCED:PCHX) AT3G16870	0.6	4.6E-02
AT1G59900 (REPRESSED:PCHX) AT3G16870	-0.5	7.7E-04
AT1G60070 (REPRESSED:PCHX) AT3G16870	-0.9	2.0E-05
AT1G60140 (REPRESSED:PCHX) AT3G16870	-0.4	2.3E-02
AT1G60430 (REPRESSED:PCHX) AT3G16870	-0.5	3.2E-02
AT1G60450 (REPRESSED:PCHX) AT3G16870	-0.8	5.1E-02
AT1G60500 (INDUCED:PCHX) AT3G16870	0.8	5.4E-02
AT1G60710 (REPRESSED:PCHX) AT3G16870	-0.6	1.2E-06
AT1G60730 (REPRESSED:PCHX) AT3G16870	-0.7	5.8E-07
AT1G60850 (INDUCED:PCHX) AT3G16870	0.6	2.0E-02
AT1G61290 (INDUCED:PCHX) AT3G16870	0.4	9.6E-02
AT1G61610 (REPRESSED:PCHX) AT3G16870	-0.5	1.7E-03
AT1G61660 (REPRESSED:PCHX) AT3G16870	-1.1	1.4E-16
AT1G61667 (REPRESSED:PCHX) AT3G16870	-0.9	1.3E-05
AT1G61740 (REPRESSED:PCHX) AT3G16870	-0.6	3.8E-04
AT1G61850 (REPRESSED:PCHX) AT3G16870	-0.3	8.2E-02
AT1G61870 (REPRESSED:PCHX) AT3G16870	-0.5	1.4E-02
AT1G62045 (REPRESSED:PCHX) AT3G16870	-0.6	2.6E-02
AT1G62320 (REPRESSED:PCHX) AT3G16870	-0.4	6.6E-03
AT1G62350 (INDUCED:PCHX) AT3G16870	0.8	6.3E-02
AT1G62480 (REPRESSED:PCHX) AT3G16870	-0.8	1.7E-03
AT1G63000 (REPRESSED:PCHX) AT3G16870	-0.4	3.1E-02
AT1G63030 (REPRESSED:PCHX) AT3G16870	-1.2	1.8E-09
AT1G63160 (INDUCED:PCHX) AT3G16870	0.7	9.6E-02
AT1G63220 (REPRESSED:PCHX) AT3G16870	-0.6	5.2E-02
AT1G63530 (INDUCED:PCHX) AT3G16870	1.2	4.7E-17
AT1G63540 (INDUCED:PCHX) AT3G16870	1.6	3.3E-07
AT1G63550 (INDUCED:PCHX) AT3G16870	1.4	2.3E-04
AT1G63710 (INDUCED:PCHX) AT3G16870	1.1	8.2E-03
AT1G63770 (REPRESSED:PCHX) AT3G16870	-0.4	9.2E-03
AT1G63810 (INDUCED:PCHX) AT3G16870	0.6	8.2E-03
AT1G63980 (INDUCED:PCHX) AT3G16870	0.6	2.1E-03
AT1G64530 (REPRESSED:PCHX) AT3G16870	-0.7	9.7E-07
AT1G64720 (INDUCED:PCHX) AT3G16870	0.5	4.8E-03
AT1G65060 (REPRESSED:PCHX) AT3G16870	-0.7	2.2E-02
AT1G65080 (INDUCED:PCHX) AT3G16870	0.5	7.3E-02
AT1G65270 (REPRESSED:PCHX) AT3G16870	-0.5	9.6E-03
AT1G65310 (REPRESSED:PCHX) AT3G16870	-0.5	5.3E-02
AT1G65700 (INDUCED:PCHX) AT3G16870	0.6	3.0E-02
AT1G65730 (REPRESSED:PCHX) AT3G16870	-0.6	1.5E-04
AT1G65820 (REPRESSED:PCHX) AT3G16870	-0.4	3.8E-03
AT1G65930 (REPRESSED:PCHX) AT3G16870	-0.5	1.0E-02
AT1G65980 (REPRESSED:PCHX) AT3G16870	-0.6	3.0E-05
AT1G66160 (REPRESSED:PCHX) AT3G16870	-0.5	1.9E-02
AT1G66170 (REPRESSED:PCHX) AT3G16870	-0.4	3.9E-02
AT1G66200 (REPRESSED:PCHX) AT3G16870	-0.4	1.1E-02
AT1G66240 (REPRESSED:PCHX) AT3G16870	-0.6	4.4E-04
AT1G66430 (INDUCED:PCHX) AT3G16870	0.5	5.7E-02
AT1G66580 (REPRESSED:PCHX) AT3G16870	-0.3	6.1E-02
AT1G66750 (INDUCED:PCHX) AT3G16870	0.5	8.9E-02
