shared name	FOLDCHANGE	PVALUE
AT1G17420 (REPRESSED:PCHX) AT2G33550	-0.5	3.0E-06
AT1G17460 (INDUCED:PCHX) AT2G33550	0.4	9.5E-02
AT1G18270 (REPRESSED:PCHX) AT2G33550	-0.6	4.2E-06
AT1G18800 (INDUCED:PCHX) AT2G33550	0.4	8.0E-02
AT1G18850 (INDUCED:PCHX) AT2G33550	0.6	1.1E-02
AT1G18880 (REPRESSED:PCHX) AT2G33550	-0.5	1.1E-03
AT1G19220 (REPRESSED:PCHX) AT2G33550	-0.6	1.0E-05
AT1G20380 (REPRESSED:PCHX) AT2G33550	-0.8	1.4E-05
AT1G20693 (INDUCED:PCHX) AT2G33550	0.4	3.0E-03
AT1G20920 (INDUCED:PCHX) AT2G33550	0.3	5.7E-02
AT1G20950 (REPRESSED:PCHX) AT2G33550	-0.4	9.8E-02
AT1G21010 (REPRESSED:PCHX) AT2G33550	-0.4	9.4E-02
AT1G22530 (REPRESSED:PCHX) AT2G33550	-0.3	7.6E-02
AT1G22710 (REPRESSED:PCHX) AT2G33550	-0.6	1.2E-06
AT1G22985 (INDUCED:PCHX) AT2G33550	0.5	9.8E-03
AT1G23190 (REPRESSED:PCHX) AT2G33550	-0.3	1.4E-02
AT1G26450 (INDUCED:PCHX) AT2G33550	0.5	8.8E-02
AT1G26740 (REPRESSED:PCHX) AT2G33550	-0.5	3.9E-02
AT1G27200 (INDUCED:PCHX) AT2G33550	0.3	5.8E-02
AT1G27530 (REPRESSED:PCHX) AT2G33550	-0.3	9.4E-02
AT1G27670 (REPRESSED:PCHX) AT2G33550	-0.5	9.8E-02
AT1G27700 (REPRESSED:PCHX) AT2G33550	-0.5	3.6E-03
AT1G27970 (INDUCED:PCHX) AT2G33550	0.5	5.8E-04
AT1G27980 (REPRESSED:PCHX) AT2G33550	-0.3	2.1E-02
AT1G28110 (REPRESSED:PCHX) AT2G33550	-0.6	8.4E-03
AT1G28190 (REPRESSED:PCHX) AT2G33550	-0.4	1.7E-02
AT1G28330 (REPRESSED:PCHX) AT2G33550	-0.3	9.1E-02
AT1G28600 (REPRESSED:PCHX) AT2G33550	-0.3	8.5E-02
AT1G29470 (REPRESSED:PCHX) AT2G33550	-0.4	3.1E-02
AT1G30660 (INDUCED:PCHX) AT2G33550	0.5	8.4E-02
AT1G30880 (INDUCED:PCHX) AT2G33550	0.4	5.4E-02
AT1G31660 (INDUCED:PCHX) AT2G33550	0.4	5.1E-02
AT1G31770 (REPRESSED:PCHX) AT2G33550	-0.6	1.4E-04
AT1G32090 (REPRESSED:PCHX) AT2G33550	-0.3	9.9E-02
AT1G33110 (REPRESSED:PCHX) AT2G33550	-0.3	7.9E-02
AT1G33590 (REPRESSED:PCHX) AT2G33550	-0.6	6.4E-04
AT1G36160 (REPRESSED:PCHX) AT2G33550	-0.3	3.8E-02
AT1G36370 (INDUCED:PCHX) AT2G33550	0.5	6.8E-04
AT1G37130 (REPRESSED:PCHX) AT2G33550	-0.5	7.3E-04
AT1G43900 (REPRESSED:PCHX) AT2G33550	-0.5	7.4E-04
AT1G44100 (REPRESSED:PCHX) AT2G33550	-0.4	2.0E-02
AT1G44900 (INDUCED:PCHX) AT2G33550	0.5	6.9E-02
AT1G45160 (REPRESSED:PCHX) AT2G33550	-0.4	7.4E-02
AT1G47530 (REPRESSED:PCHX) AT2G33550	-0.4	4.7E-02
AT1G47970 (INDUCED:PCHX) AT2G33550	0.6	1.9E-05
AT1G48090 (REPRESSED:PCHX) AT2G33550	-0.4	8.6E-02
AT1G48630 (INDUCED:PCHX) AT2G33550	0.5	3.2E-02
AT1G48850 (REPRESSED:PCHX) AT2G33550	-0.4	2.3E-02
AT1G49450 (REPRESSED:PCHX) AT2G33550	-0.3	7.9E-02
AT1G49500 (INDUCED:PCHX) AT2G33550	0.5	8.3E-02
AT1G49670 (REPRESSED:PCHX) AT2G33550	-0.5	6.8E-05
AT1G49840 (INDUCED:PCHX) AT2G33550	0.5	4.0E-03
AT1G49900 (INDUCED:PCHX) AT2G33550	0.9	1.7E-06
AT1G50750 (REPRESSED:PCHX) AT2G33550	-0.3	2.1E-02
AT1G50920 (INDUCED:PCHX) AT2G33550	0.3	6.9E-02
AT1G51060 (INDUCED:PCHX) AT2G33550	0.8	3.4E-09
AT1G51680 (REPRESSED:PCHX) AT2G33550	-0.5	7.5E-03
AT1G52300 (INDUCED:PCHX) AT2G33550	0.4	4.7E-02
AT1G52410 (REPRESSED:PCHX) AT2G33550	-0.7	1.2E-03
AT1G52890 (REPRESSED:PCHX) AT2G33550	-0.7	3.7E-11
AT1G53280 (REPRESSED:PCHX) AT2G33550	-0.3	4.1E-02
AT1G53310 (REPRESSED:PCHX) AT2G33550	-0.4	4.2E-03
AT1G53570 (REPRESSED:PCHX) AT2G33550	-0.3	9.0E-02
AT1G54100 (REPRESSED:PCHX) AT2G33550	-0.3	8.8E-02
AT1G54410 (REPRESSED:PCHX) AT2G33550	-0.6	1.9E-05
AT1G54560 (REPRESSED:PCHX) AT2G33550	-0.6	4.4E-02
AT1G54690 (INDUCED:PCHX) AT2G33550	0.8	3.5E-03
AT1G55350 (REPRESSED:PCHX) AT2G33550	-0.3	3.9E-02
AT1G55360 (REPRESSED:PCHX) AT2G33550	-0.4	5.1E-02
AT1G57820 (INDUCED:PCHX) AT2G33550	0.6	5.6E-02
AT1G58100 (INDUCED:PCHX) AT2G33550	0.4	9.5E-02
AT1G58180 (REPRESSED:PCHX) AT2G33550	-0.3	8.8E-02
AT1G58250 (REPRESSED:PCHX) AT2G33550	-0.3	7.1E-02
AT1G59740 (REPRESSED:PCHX) AT2G33550	-1.0	1.1E-26
AT1G59870 (REPRESSED:PCHX) AT2G33550	-0.3	3.1E-02
AT1G59890 (REPRESSED:PCHX) AT2G33550	-0.4	7.1E-02
AT1G59900 (REPRESSED:PCHX) AT2G33550	-0.4	1.5E-03
AT1G60070 (REPRESSED:PCHX) AT2G33550	-0.5	2.1E-02
AT1G60200 (REPRESSED:PCHX) AT2G33550	-0.5	4.6E-05
AT1G60710 (REPRESSED:PCHX) AT2G33550	-0.4	1.6E-03
AT1G60730 (REPRESSED:PCHX) AT2G33550	-0.5	3.7E-04
AT1G61360 (REPRESSED:PCHX) AT2G33550	-0.4	1.4E-02
AT1G61660 (REPRESSED:PCHX) AT2G33550	-0.8	5.1E-10
AT1G61740 (REPRESSED:PCHX) AT2G33550	-0.4	2.3E-02
AT1G61850 (REPRESSED:PCHX) AT2G33550	-0.3	2.0E-02
AT1G62180 (INDUCED:PCHX) AT2G33550	0.5	5.8E-02
AT1G62300 (REPRESSED:PCHX) AT2G33550	-0.4	5.9E-04
AT1G62570 (REPRESSED:PCHX) AT2G33550	-0.3	3.2E-02
AT1G63070 (REPRESSED:PCHX) AT2G33550	-0.8	1.6E-03
AT1G63310 (INDUCED:PCHX) AT2G33550	0.5	9.6E-02
AT1G63530 (INDUCED:PCHX) AT2G33550	1.1	3.0E-24
AT1G63770 (REPRESSED:PCHX) AT2G33550	-0.3	1.1E-02
AT1G63980 (INDUCED:PCHX) AT2G33550	0.4	7.1E-02
AT1G65390 (REPRESSED:PCHX) AT2G33550	-0.9	8.8E-08
AT1G65690 (REPRESSED:PCHX) AT2G33550	-0.5	2.2E-02
AT1G66170 (REPRESSED:PCHX) AT2G33550	-0.5	1.5E-03
AT1G66470 (INDUCED:PCHX) AT2G33550	0.5	3.7E-02
AT1G66880 (REPRESSED:PCHX) AT2G33550	-0.5	2.3E-03
AT1G67250 (INDUCED:PCHX) AT2G33550	0.5	6.5E-02
AT1G67430 (INDUCED:PCHX) AT2G33550	0.3	9.5E-02
AT1G67710 (REPRESSED:PCHX) AT2G33550	-0.5	7.6E-02
AT1G67930 (REPRESSED:PCHX) AT2G33550	-0.4	1.9E-02
AT1G68620 (REPRESSED:PCHX) AT2G33550	-0.5	2.5E-03
AT1G69040 (REPRESSED:PCHX) AT2G33550	-0.4	5.3E-03
AT1G69410 (INDUCED:PCHX) AT2G33550	0.3	2.2E-02
AT1G69420 (INDUCED:PCHX) AT2G33550	0.5	1.6E-02
AT1G69490 (REPRESSED:PCHX) AT2G33550	-0.8	9.1E-18
AT1G69620 (INDUCED:PCHX) AT2G33550	0.4	6.0E-02
AT1G70130 (REPRESSED:PCHX) AT2G33550	-0.3	4.5E-02
AT1G70370 (REPRESSED:PCHX) AT2G33550	-0.5	3.8E-02
AT1G70490 (INDUCED:PCHX) AT2G33550	0.3	7.9E-02
AT1G71040 (REPRESSED:PCHX) AT2G33550	-0.4	1.6E-03
AT1G71130 (INDUCED:PCHX) AT2G33550	0.5	1.4E-02
AT1G71880 (REPRESSED:PCHX) AT2G33550	-0.7	8.5E-04
AT1G72040 (INDUCED:PCHX) AT2G33550	0.5	1.5E-02
AT1G72160 (REPRESSED:PCHX) AT2G33550	-0.4	1.5E-02
AT1G72450 (REPRESSED:PCHX) AT2G33550	-0.3	4.9E-02
AT1G72680 (REPRESSED:PCHX) AT2G33550	-0.5	3.0E-03
AT1G72800 (INDUCED:PCHX) AT2G33550	1.0	1.9E-14
AT1G72810 (INDUCED:PCHX) AT2G33550	1.1	3.3E-12
AT1G72940 (REPRESSED:PCHX) AT2G33550	-0.3	8.6E-02
AT1G73080 (REPRESSED:PCHX) AT2G33550	-0.3	7.0E-02
AT1G73110 (REPRESSED:PCHX) AT2G33550	-0.7	2.8E-04
AT1G73260 (REPRESSED:PCHX) AT2G33550	-0.5	8.3E-03
AT1G73590 (REPRESSED:PCHX) AT2G33550	-0.5	1.2E-02
AT1G73660 (REPRESSED:PCHX) AT2G33550	-0.4	5.7E-02
AT1G74030 (REPRESSED:PCHX) AT2G33550	-0.4	1.4E-02
AT1G74390 (REPRESSED:PCHX) AT2G33550	-0.4	1.2E-02
AT1G74400 (REPRESSED:PCHX) AT2G33550	-0.3	8.8E-02
AT1G74430 (REPRESSED:PCHX) AT2G33550	-0.5	8.7E-03
AT1G74460 (INDUCED:PCHX) AT2G33550	0.5	2.5E-02
AT1G74660 (REPRESSED:PCHX) AT2G33550	-1.1	6.1E-06
AT1G75200 (INDUCED:PCHX) AT2G33550	0.4	3.8E-02
AT1G75600 (INDUCED:PCHX) AT2G33550	2.0	9.4E-29
AT1G75750 (REPRESSED:PCHX) AT2G33550	-0.6	5.1E-03
AT1G76010 (INDUCED:PCHX) AT2G33550	0.3	8.3E-02
AT1G76350 (INDUCED:PCHX) AT2G33550	0.4	2.4E-02
AT1G76930 (REPRESSED:PCHX) AT2G33550	-0.4	7.2E-03
AT1G77220 (INDUCED:PCHX) AT2G33550	0.3	8.8E-02
AT1G77760 (REPRESSED:PCHX) AT2G33550	-0.4	1.2E-02
AT1G77770 (INDUCED:PCHX) AT2G33550	0.7	3.2E-05
AT1G78580 (REPRESSED:PCHX) AT2G33550	-0.5	2.9E-03
AT1G78900 (REPRESSED:PCHX) AT2G33550	-0.3	3.8E-02
AT1G79680 (REPRESSED:PCHX) AT2G33550	-0.6	4.1E-02
AT1G80110 (INDUCED:PCHX) AT2G33550	0.4	3.9E-02
AT1G80380 (REPRESSED:PCHX) AT2G33550	-0.4	1.4E-02
AT1G80660 (INDUCED:PCHX) AT2G33550	1.1	2.1E-15
AT1G80670 (INDUCED:PCHX) AT2G33550	1.2	2.3E-23
AT2G01140 (REPRESSED:PCHX) AT2G33550	-0.3	1.0E-02
AT2G01150 (REPRESSED:PCHX) AT2G33550	-0.5	1.1E-02
AT2G01350 (REPRESSED:PCHX) AT2G33550	-0.4	9.3E-04
AT2G02250 (INDUCED:PCHX) AT2G33550	0.5	1.5E-02
AT2G02390 (REPRESSED:PCHX) AT2G33550	-0.5	1.1E-05
AT2G03210 (REPRESSED:PCHX) AT2G33550	-0.6	1.4E-02
AT2G03220 (REPRESSED:PCHX) AT2G33550	-0.6	6.9E-05
AT2G04350 (REPRESSED:PCHX) AT2G33550	-0.3	8.7E-02
AT2G05520 (REPRESSED:PCHX) AT2G33550	-0.5	8.5E-02
AT2G05630 (INDUCED:PCHX) AT2G33550	0.3	8.2E-02
AT2G05710 (REPRESSED:PCHX) AT2G33550	-0.4	1.8E-03
AT2G07360 (REPRESSED:PCHX) AT2G33550	-0.3	6.7E-02
AT2G13560 (REPRESSED:PCHX) AT2G33550	-0.4	1.1E-02
AT2G14620 (INDUCED:PCHX) AT2G33550	0.7	1.0E-02
AT2G14960 (REPRESSED:PCHX) AT2G33550	-0.5	4.0E-04
AT2G15310 (REPRESSED:PCHX) AT2G33550	-0.5	2.5E-03
AT2G15480 (REPRESSED:PCHX) AT2G33550	-0.3	6.1E-02
AT2G15880 (REPRESSED:PCHX) AT2G33550	-0.3	2.2E-02
AT2G16570 (INDUCED:PCHX) AT2G33550	0.4	3.8E-02
AT2G16600 (INDUCED:PCHX) AT2G33550	0.3	6.9E-02
AT2G16890 (REPRESSED:PCHX) AT2G33550	-0.6	2.0E-02
AT2G17210 (REPRESSED:PCHX) AT2G33550	-0.6	2.0E-03
AT2G17730 (INDUCED:PCHX) AT2G33550	0.9	4.6E-05
AT2G17820 (REPRESSED:PCHX) AT2G33550	-0.6	2.3E-02
AT2G18370 (REPRESSED:PCHX) AT2G33550	-0.4	2.9E-02
AT2G18630 (INDUCED:PCHX) AT2G33550	0.3	6.1E-02
AT2G18700 (REPRESSED:PCHX) AT2G33550	-0.4	1.3E-02
AT2G18960 (REPRESSED:PCHX) AT2G33550	-0.4	1.6E-02
AT2G19900 (REPRESSED:PCHX) AT2G33550	-0.4	3.1E-03
AT2G20450 (INDUCED:PCHX) AT2G33550	0.4	7.9E-02
AT2G20610 (REPRESSED:PCHX) AT2G33550	-0.3	8.3E-02
AT2G20950 (REPRESSED:PCHX) AT2G33550	-0.3	6.7E-02
AT2G21170 (REPRESSED:PCHX) AT2G33550	-0.4	2.3E-03
AT2G21180 (INDUCED:PCHX) AT2G33550	0.7	2.3E-02
AT2G21780 (INDUCED:PCHX) AT2G33550	0.7	2.9E-03
AT2G21790 (INDUCED:PCHX) AT2G33550	0.5	2.8E-03
AT2G22190 (REPRESSED:PCHX) AT2G33550	-1.3	2.1E-14
AT2G22250 (REPRESSED:PCHX) AT2G33550	-0.4	2.4E-02
AT2G23350 (INDUCED:PCHX) AT2G33550	0.5	8.7E-03
AT2G23980 (REPRESSED:PCHX) AT2G33550	-0.4	2.1E-02
AT2G24050 (INDUCED:PCHX) AT2G33550	0.4	3.6E-02
AT2G24260 (REPRESSED:PCHX) AT2G33550	-0.4	2.8E-02
AT2G24500 (INDUCED:PCHX) AT2G33550	0.4	2.2E-02
AT2G24570 (REPRESSED:PCHX) AT2G33550	-0.4	4.1E-02
AT2G25900 (REPRESSED:PCHX) AT2G33550	-0.4	8.1E-03
AT2G25910 (REPRESSED:PCHX) AT2G33550	-0.3	6.6E-02
AT2G26080 (REPRESSED:PCHX) AT2G33550	-0.4	1.2E-02
AT2G26135 (REPRESSED:PCHX) AT2G33550	-0.4	5.3E-02
AT2G26140 (REPRESSED:PCHX) AT2G33550	-0.2	9.0E-02
AT2G26250 (INDUCED:PCHX) AT2G33550	0.8	5.9E-03
AT2G26480 (INDUCED:PCHX) AT2G33550	0.6	7.5E-03
AT2G27120 (REPRESSED:PCHX) AT2G33550	-0.4	1.2E-02
AT2G27150 (REPRESSED:PCHX) AT2G33550	-0.4	6.4E-03
AT2G27710 (INDUCED:PCHX) AT2G33550	0.4	3.6E-02
AT2G27720 (INDUCED:PCHX) AT2G33550	0.4	8.2E-02
AT2G28570 (REPRESSED:PCHX) AT2G33550	-0.3	7.6E-02
AT2G28720 (INDUCED:PCHX) AT2G33550	1.0	1.4E-06
AT2G28740 (INDUCED:PCHX) AT2G33550	0.6	1.4E-02
AT2G29350 (REPRESSED:PCHX) AT2G33550	-0.7	6.1E-03
AT2G29380 (REPRESSED:PCHX) AT2G33550	-0.7	1.1E-11
AT2G29440 (REPRESSED:PCHX) AT2G33550	-0.5	3.2E-05
AT2G29460 (REPRESSED:PCHX) AT2G33550	-0.4	7.7E-03
AT2G29700 (INDUCED:PCHX) AT2G33550	0.5	3.2E-02
AT2G30270 (INDUCED:PCHX) AT2G33550	0.6	1.0E-02
AT2G30620 (INDUCED:PCHX) AT2G33550	0.7	4.2E-10
AT2G31200 (INDUCED:PCHX) AT2G33550	0.5	7.9E-04
AT2G31210 (INDUCED:PCHX) AT2G33550	0.7	3.4E-03
AT2G31320 (INDUCED:PCHX) AT2G33550	0.6	8.9E-05
AT2G31390 (REPRESSED:PCHX) AT2G33550	-0.4	2.4E-03
AT2G31410 (INDUCED:PCHX) AT2G33550	0.4	8.2E-02
AT2G31830 (REPRESSED:PCHX) AT2G33550	-0.4	8.1E-02
AT2G31945 (INDUCED:PCHX) AT2G33550	0.5	9.9E-02
AT2G31960 (REPRESSED:PCHX) AT2G33550	-0.4	2.2E-02
AT2G32170 (REPRESSED:PCHX) AT2G33550	-0.5	2.0E-03
AT2G32810 (REPRESSED:PCHX) AT2G33550	-0.3	9.8E-02
AT2G32850 (REPRESSED:PCHX) AT2G33550	-0.3	6.5E-02
AT2G33310 (REPRESSED:PCHX) AT2G33550	-0.4	5.5E-03
AT2G33590 (REPRESSED:PCHX) AT2G33550	-0.3	1.7E-02
AT2G33820 (REPRESSED:PCHX) AT2G33550	-0.9	3.5E-05
AT2G33830 (REPRESSED:PCHX) AT2G33550	-0.8	3.5E-14
AT2G34070 (REPRESSED:PCHX) AT2G33550	-0.4	7.8E-02
AT2G34480 (INDUCED:PCHX) AT2G33550	0.4	3.3E-02
AT2G34520 (INDUCED:PCHX) AT2G33550	0.5	6.8E-02
AT2G34680 (REPRESSED:PCHX) AT2G33550	-0.5	5.7E-04
AT2G35510 (INDUCED:PCHX) AT2G33550	0.3	3.6E-02
AT2G35540 (INDUCED:PCHX) AT2G33550	0.5	8.9E-02
AT2G35635 (INDUCED:PCHX) AT2G33550	0.3	8.2E-02
AT2G35710 (REPRESSED:PCHX) AT2G33550	-0.3	1.1E-02
AT2G35900 (INDUCED:PCHX) AT2G33550	0.4	5.5E-02
AT2G36100 (INDUCED:PCHX) AT2G33550	0.7	5.5E-04
AT2G36160 (INDUCED:PCHX) AT2G33550	0.5	6.5E-03
AT2G36930 (INDUCED:PCHX) AT2G33550	0.5	3.8E-02
AT2G37130 (REPRESSED:PCHX) AT2G33550	-0.4	1.4E-02
AT2G37190 (INDUCED:PCHX) AT2G33550	0.6	6.7E-03
AT2G37400 (INDUCED:PCHX) AT2G33550	0.6	2.5E-02
AT2G37470 (INDUCED:PCHX) AT2G33550	0.7	1.3E-06
AT2G37540 (INDUCED:PCHX) AT2G33550	0.5	6.9E-02
AT2G37980 (INDUCED:PCHX) AT2G33550	0.7	2.2E-02
AT2G38360 (INDUCED:PCHX) AT2G33550	0.5	2.2E-02
AT2G38480 (INDUCED:PCHX) AT2G33550	0.5	6.1E-02
AT2G38530 (REPRESSED:PCHX) AT2G33550	-0.4	7.6E-02
AT2G38870 (INDUCED:PCHX) AT2G33550	0.5	2.7E-02
AT2G39000 (INDUCED:PCHX) AT2G33550	0.4	9.7E-02
AT2G39370 (REPRESSED:PCHX) AT2G33550	-0.7	4.4E-04
AT2G39420 (INDUCED:PCHX) AT2G33550	0.3	9.1E-02
AT2G40150 (REPRESSED:PCHX) AT2G33550	-0.5	8.4E-02
AT2G40430 (INDUCED:PCHX) AT2G33550	0.4	3.4E-02
AT2G40840 (REPRESSED:PCHX) AT2G33550	-0.6	3.0E-05
AT2G40880 (INDUCED:PCHX) AT2G33550	1.0	3.0E-05
AT2G40900 (REPRESSED:PCHX) AT2G33550	-0.5	6.5E-02
AT2G40960 (REPRESSED:PCHX) AT2G33550	-0.6	6.1E-02
AT2G41000 (REPRESSED:PCHX) AT2G33550	-0.4	6.1E-03
AT2G41210 (INDUCED:PCHX) AT2G33550	0.5	6.3E-02
AT2G41220 (REPRESSED:PCHX) AT2G33550	-0.4	2.8E-03
AT2G41480 (REPRESSED:PCHX) AT2G33550	-0.5	4.2E-04
AT2G41630 (INDUCED:PCHX) AT2G33550	0.3	3.0E-02
AT2G41770 (REPRESSED:PCHX) AT2G33550	-0.5	1.6E-02
AT2G41780 (REPRESSED:PCHX) AT2G33550	-0.4	3.1E-02
AT2G41790 (REPRESSED:PCHX) AT2G33550	-0.4	2.0E-03
AT2G41800 (REPRESSED:PCHX) AT2G33550	-0.2	9.0E-02
AT2G41840 (INDUCED:PCHX) AT2G33550	0.4	8.0E-02
AT2G42270 (INDUCED:PCHX) AT2G33550	0.4	4.5E-02
AT2G42440 (REPRESSED:PCHX) AT2G33550	-0.7	8.4E-03
AT2G42490 (REPRESSED:PCHX) AT2G33550	-0.3	7.6E-02
AT2G43290 (INDUCED:PCHX) AT2G33550	0.3	4.5E-02
AT2G43390 (INDUCED:PCHX) AT2G33550	0.7	1.3E-02
AT2G43680 (REPRESSED:PCHX) AT2G33550	-0.3	8.2E-02
AT2G43690 (REPRESSED:PCHX) AT2G33550	-0.5	8.4E-02
AT2G43970 (REPRESSED:PCHX) AT2G33550	-0.3	7.4E-02
AT2G44120 (INDUCED:PCHX) AT2G33550	0.5	1.2E-02
AT2G44820 (INDUCED:PCHX) AT2G33550	0.4	3.6E-02
AT2G45290 (REPRESSED:PCHX) AT2G33550	-0.4	4.1E-02
AT2G45730 (INDUCED:PCHX) AT2G33550	0.6	1.1E-02
AT2G45810 (REPRESSED:PCHX) AT2G33550	-0.4	1.5E-02
AT2G46180 (INDUCED:PCHX) AT2G33550	0.5	2.6E-03
AT2G46225 (REPRESSED:PCHX) AT2G33550	-0.4	9.7E-02
AT2G46380 (REPRESSED:PCHX) AT2G33550	-0.5	1.2E-02
AT2G46450 (REPRESSED:PCHX) AT2G33550	-0.5	6.1E-02
AT2G46930 (REPRESSED:PCHX) AT2G33550	-0.5	6.8E-03
AT2G46980 (INDUCED:PCHX) AT2G33550	0.6	8.6E-03
AT2G47000 (REPRESSED:PCHX) AT2G33550	-0.3	5.7E-02
AT2G47140 (REPRESSED:PCHX) AT2G33550	-0.5	5.9E-02
AT2G47160 (REPRESSED:PCHX) AT2G33550	-0.7	9.9E-04
AT2G47220 (REPRESSED:PCHX) AT2G33550	-0.5	3.9E-02
AT2G47390 (REPRESSED:PCHX) AT2G33550	-0.3	2.9E-02
AT2G47730 (REPRESSED:PCHX) AT2G33550	-0.4	6.1E-03
AT2G47750 (REPRESSED:PCHX) AT2G33550	-0.5	5.8E-02
AT2G48020 (REPRESSED:PCHX) AT2G33550	-0.3	7.3E-02
AT2G48130 (INDUCED:PCHX) AT2G33550	0.4	7.6E-02
AT3G01420 (REPRESSED:PCHX) AT2G33550	-0.4	2.9E-02
AT3G01970 (INDUCED:PCHX) AT2G33550	0.4	4.1E-02
AT3G02090 (REPRESSED:PCHX) AT2G33550	-0.2	6.9E-02
AT3G02490 (REPRESSED:PCHX) AT2G33550	-0.4	7.8E-02
AT3G02850 (REPRESSED:PCHX) AT2G33550	-0.4	6.7E-03
AT3G03110 (INDUCED:PCHX) AT2G33550	0.3	4.2E-02
AT3G03300 (REPRESSED:PCHX) AT2G33550	-0.4	3.8E-02
AT3G04020 (INDUCED:PCHX) AT2G33550	0.7	1.2E-02
AT3G04070 (REPRESSED:PCHX) AT2G33550	-0.3	8.4E-03
AT3G04210 (REPRESSED:PCHX) AT2G33550	-0.5	3.6E-02
AT3G04240 (REPRESSED:PCHX) AT2G33550	-0.3	3.2E-02
AT3G04400 (INDUCED:PCHX) AT2G33550	0.5	2.8E-03
