shared name	FOLDCHANGE	PVALUE
AT1G08340 (INDUCED:PCHX) AT1G68670	0.7	1.4E-02
AT1G08730 (REPRESSED:PCHX) AT1G68670	-0.6	7.3E-05
AT1G08830 (REPRESSED:PCHX) AT1G68670	-0.4	8.4E-03
AT1G08860 (REPRESSED:PCHX) AT1G68670	-0.3	7.9E-02
AT1G08880 (INDUCED:PCHX) AT1G68670	0.3	2.4E-02
AT1G08930 (REPRESSED:PCHX) AT1G68670	-0.4	1.5E-03
AT1G09060 (REPRESSED:PCHX) AT1G68670	-0.3	6.4E-02
AT1G09200 (INDUCED:PCHX) AT1G68670	0.5	7.9E-02
AT1G09430 (REPRESSED:PCHX) AT1G68670	-0.5	8.3E-03
AT1G09780 (REPRESSED:PCHX) AT1G68670	-0.3	1.3E-02
AT1G09840 (REPRESSED:PCHX) AT1G68670	-0.5	4.6E-03
AT1G09890 (INDUCED:PCHX) AT1G68670	0.7	7.3E-04
AT1G09910 (INDUCED:PCHX) AT1G68670	0.4	1.4E-02
AT1G09970 (REPRESSED:PCHX) AT1G68670	-0.5	2.1E-04
AT1G10370 (REPRESSED:PCHX) AT1G68670	-0.4	2.4E-02
AT1G10560 (INDUCED:PCHX) AT1G68670	1.0	8.1E-08
AT1G11000 (INDUCED:PCHX) AT1G68670	1.6	1.5E-12
AT1G11190 (INDUCED:PCHX) AT1G68670	1.2	2.2E-11
AT1G11200 (REPRESSED:PCHX) AT1G68670	-0.6	2.8E-02
AT1G11860 (REPRESSED:PCHX) AT1G68670	-0.5	4.8E-02
AT1G11960 (REPRESSED:PCHX) AT1G68670	-0.3	4.6E-02
AT1G12000 (REPRESSED:PCHX) AT1G68670	-0.5	7.1E-04
AT1G12050 (REPRESSED:PCHX) AT1G68670	-0.6	1.7E-04
AT1G12140 (REPRESSED:PCHX) AT1G68670	-0.3	2.0E-02
AT1G12200 (REPRESSED:PCHX) AT1G68670	-0.5	6.1E-04
AT1G12580 (REPRESSED:PCHX) AT1G68670	-0.3	9.7E-02
AT1G12740 (INDUCED:PCHX) AT1G68670	1.2	2.6E-06
AT1G12990 (INDUCED:PCHX) AT1G68670	0.6	1.6E-04
AT1G13210 (REPRESSED:PCHX) AT1G68670	-0.4	9.0E-05
AT1G13260 (REPRESSED:PCHX) AT1G68670	-0.5	1.3E-04
AT1G13300 (INDUCED:PCHX) AT1G68670	0.8	2.2E-02
AT1G13440 (REPRESSED:PCHX) AT1G68670	-0.3	4.6E-02
AT1G13930 (REPRESSED:PCHX) AT1G68670	-0.6	6.8E-03
AT1G14060 (INDUCED:PCHX) AT1G68670	0.6	7.9E-02
AT1G14140 (INDUCED:PCHX) AT1G68670	0.6	8.1E-02
AT1G14240 (INDUCED:PCHX) AT1G68670	1.5	5.6E-12
AT1G14260 (INDUCED:PCHX) AT1G68670	0.8	3.6E-02
AT1G14340 (REPRESSED:PCHX) AT1G68670	-0.4	2.9E-02
AT1G14460 (REPRESSED:PCHX) AT1G68670	-0.5	4.4E-02
AT1G14490 (REPRESSED:PCHX) AT1G68670	-0.5	6.9E-02
AT1G14640 (INDUCED:PCHX) AT1G68670	0.6	7.2E-03
AT1G14780 (REPRESSED:PCHX) AT1G68670	-0.3	9.6E-03
AT1G14890 (REPRESSED:PCHX) AT1G68670	-0.5	1.0E-03
AT1G14910 (REPRESSED:PCHX) AT1G68670	-0.4	5.6E-02
AT1G15180 (INDUCED:PCHX) AT1G68670	0.4	8.2E-02
AT1G15580 (REPRESSED:PCHX) AT1G68670	-0.7	5.2E-02
AT1G15670 (REPRESSED:PCHX) AT1G68670	-0.4	4.8E-02
AT1G15930 (INDUCED:PCHX) AT1G68670	0.5	4.6E-03
AT1G16160 (INDUCED:PCHX) AT1G68670	0.6	7.0E-02
AT1G16350 (REPRESSED:PCHX) AT1G68670	-0.5	4.3E-03
AT1G16380 (REPRESSED:PCHX) AT1G68670	-0.7	1.9E-05
AT1G16650 (INDUCED:PCHX) AT1G68670	0.4	7.6E-02
AT1G17060 (INDUCED:PCHX) AT1G68670	1.6	4.9E-12
AT1G17145 (INDUCED:PCHX) AT1G68670	0.4	3.3E-02
AT1G17180 (INDUCED:PCHX) AT1G68670	1.1	9.9E-11
AT1G17190 (INDUCED:PCHX) AT1G68670	1.2	1.4E-12
AT1G17340 (INDUCED:PCHX) AT1G68670	0.3	4.4E-02
AT1G17420 (REPRESSED:PCHX) AT1G68670	-0.5	8.4E-07
AT1G18570 (REPRESSED:PCHX) AT1G68670	-0.3	1.8E-02
AT1G18660 (REPRESSED:PCHX) AT1G68670	-0.4	4.4E-02
AT1G18750 (INDUCED:PCHX) AT1G68670	0.5	4.6E-04
AT1G18830 (INDUCED:PCHX) AT1G68670	0.9	3.3E-03
AT1G18850 (INDUCED:PCHX) AT1G68670	0.6	1.4E-02
AT1G18880 (REPRESSED:PCHX) AT1G68670	-0.3	6.5E-02
AT1G18910 (INDUCED:PCHX) AT1G68670	0.6	1.2E-04
AT1G19130 (REPRESSED:PCHX) AT1G68670	-0.4	7.2E-02
AT1G19220 (REPRESSED:PCHX) AT1G68670	-0.7	2.7E-07
AT1G19920 (REPRESSED:PCHX) AT1G68670	-0.7	8.6E-06
AT1G20180 (INDUCED:PCHX) AT1G68670	0.8	3.5E-02
AT1G20350 (INDUCED:PCHX) AT1G68670	0.7	4.7E-02
AT1G20380 (REPRESSED:PCHX) AT1G68670	-1.5	4.0E-18
AT1G20510 (REPRESSED:PCHX) AT1G68670	-0.2	5.7E-02
AT1G20560 (REPRESSED:PCHX) AT1G68670	-0.4	3.3E-02
AT1G20950 (REPRESSED:PCHX) AT1G68670	-0.3	9.5E-02
AT1G21000 (REPRESSED:PCHX) AT1G68670	-0.3	1.3E-02
AT1G21310 (INDUCED:PCHX) AT1G68670	0.7	5.3E-11
AT1G21450 (REPRESSED:PCHX) AT1G68670	-0.3	5.0E-02
AT1G21460 (REPRESSED:PCHX) AT1G68670	-0.5	1.1E-02
AT1G21550 (INDUCED:PCHX) AT1G68670	0.4	6.3E-02
AT1G21630 (REPRESSED:PCHX) AT1G68670	-0.3	5.4E-02
AT1G22210 (INDUCED:PCHX) AT1G68670	0.7	3.0E-02
AT1G22410 (REPRESSED:PCHX) AT1G68670	-0.5	8.0E-04
AT1G22440 (REPRESSED:PCHX) AT1G68670	-0.4	1.6E-02
AT1G22530 (REPRESSED:PCHX) AT1G68670	-0.6	1.0E-06
AT1G22710 (REPRESSED:PCHX) AT1G68670	-0.4	3.8E-03
AT1G22970 (INDUCED:PCHX) AT1G68670	0.5	5.2E-02
AT1G23010 (REPRESSED:PCHX) AT1G68670	-0.5	4.2E-02
AT1G23230 (REPRESSED:PCHX) AT1G68670	-0.3	1.0E-01
AT1G23280 (INDUCED:PCHX) AT1G68670	0.5	2.2E-02
AT1G23560 (INDUCED:PCHX) AT1G68670	0.7	3.1E-03
AT1G23700 (INDUCED:PCHX) AT1G68670	0.7	6.6E-02
AT1G24180 (REPRESSED:PCHX) AT1G68670	-0.3	4.5E-02
AT1G24330 (REPRESSED:PCHX) AT1G68670	-0.4	1.3E-02
AT1G24440 (INDUCED:PCHX) AT1G68670	0.5	9.4E-02
AT1G25260 (INDUCED:PCHX) AT1G68670	0.6	5.6E-04
AT1G25320 (REPRESSED:PCHX) AT1G68670	-0.6	8.0E-02
AT1G25550 (REPRESSED:PCHX) AT1G68670	-0.6	1.3E-05
AT1G26450 (INDUCED:PCHX) AT1G68670	0.5	9.1E-02
AT1G26820 (INDUCED:PCHX) AT1G68670	1.6	1.3E-15
AT1G26920 (INDUCED:PCHX) AT1G68670	0.8	1.5E-04
AT1G27140 (INDUCED:PCHX) AT1G68670	0.7	2.6E-02
AT1G27450 (REPRESSED:PCHX) AT1G68670	-0.5	2.8E-02
AT1G27530 (REPRESSED:PCHX) AT1G68670	-0.3	5.2E-02
AT1G27730 (REPRESSED:PCHX) AT1G68670	-0.3	7.0E-02
AT1G27770 (REPRESSED:PCHX) AT1G68670	-0.3	3.0E-02
AT1G27950 (INDUCED:PCHX) AT1G68670	1.0	3.1E-04
AT1G27980 (REPRESSED:PCHX) AT1G68670	-0.4	1.6E-03
AT1G28110 (REPRESSED:PCHX) AT1G68670	-0.6	9.6E-03
AT1G28250 (INDUCED:PCHX) AT1G68670	0.5	2.0E-02
AT1G28380 (REPRESSED:PCHX) AT1G68670	-0.3	4.8E-02
AT1G29400 (INDUCED:PCHX) AT1G68670	0.3	5.0E-02
AT1G29470 (REPRESSED:PCHX) AT1G68670	-0.4	5.6E-03
AT1G29680 (REPRESSED:PCHX) AT1G68670	-0.4	6.0E-02
AT1G29940 (INDUCED:PCHX) AT1G68670	0.5	5.3E-03
AT1G30135 (REPRESSED:PCHX) AT1G68670	-0.5	2.4E-03
AT1G30400 (INDUCED:PCHX) AT1G68670	1.0	1.9E-16
AT1G30490 (REPRESSED:PCHX) AT1G68670	-0.4	5.0E-02
AT1G30510 (REPRESSED:PCHX) AT1G68670	-0.3	5.2E-02
AT1G30820 (REPRESSED:PCHX) AT1G68670	-0.3	4.2E-02
AT1G30825 (REPRESSED:PCHX) AT1G68670	-0.5	8.9E-02
AT1G30850 (INDUCED:PCHX) AT1G68670	0.6	1.0E-01
AT1G30880 (INDUCED:PCHX) AT1G68670	0.6	1.5E-03
AT1G30900 (INDUCED:PCHX) AT1G68670	0.6	6.0E-02
AT1G31360 (INDUCED:PCHX) AT1G68670	0.5	8.9E-02
AT1G31730 (REPRESSED:PCHX) AT1G68670	-0.3	5.8E-02
AT1G31770 (REPRESSED:PCHX) AT1G68670	-0.6	1.4E-05
AT1G32090 (REPRESSED:PCHX) AT1G68670	-0.3	8.2E-02
AT1G32230 (INDUCED:PCHX) AT1G68670	0.3	1.7E-02
AT1G32700 (REPRESSED:PCHX) AT1G68670	-0.4	3.1E-03
AT1G32930 (INDUCED:PCHX) AT1G68670	0.4	7.2E-02
AT1G33590 (REPRESSED:PCHX) AT1G68670	-0.4	3.9E-02
AT1G33600 (INDUCED:PCHX) AT1G68670	0.6	7.3E-02
AT1G33760 (REPRESSED:PCHX) AT1G68670	-0.6	1.5E-04
AT1G33800 (INDUCED:PCHX) AT1G68670	0.8	1.7E-05
AT1G34030 (INDUCED:PCHX) AT1G68670	0.4	6.4E-02
AT1G34430 (REPRESSED:PCHX) AT1G68670	-0.6	1.2E-02
AT1G34480 (INDUCED:PCHX) AT1G68670	0.7	6.0E-02
AT1G35220 (REPRESSED:PCHX) AT1G68670	-0.4	6.8E-02
AT1G35730 (INDUCED:PCHX) AT1G68670	0.6	4.4E-02
AT1G35910 (REPRESSED:PCHX) AT1G68670	-0.3	4.8E-02
AT1G36060 (INDUCED:PCHX) AT1G68670	1.1	1.7E-04
AT1G36310 (INDUCED:PCHX) AT1G68670	0.4	9.8E-02
AT1G36370 (INDUCED:PCHX) AT1G68670	0.5	7.9E-05
AT1G37130 (REPRESSED:PCHX) AT1G68670	-0.8	1.2E-13
AT1G42480 (REPRESSED:PCHX) AT1G68670	-0.4	3.8E-02
AT1G43710 (REPRESSED:PCHX) AT1G68670	-0.5	1.7E-02
AT1G44090 (INDUCED:PCHX) AT1G68670	0.9	1.4E-03
AT1G44100 (REPRESSED:PCHX) AT1G68670	-0.6	4.0E-05
AT1G44760 (INDUCED:PCHX) AT1G68670	0.7	3.9E-02
AT1G44800 (REPRESSED:PCHX) AT1G68670	-0.4	8.6E-03
AT1G45688 (REPRESSED:PCHX) AT1G68670	-0.4	4.4E-02
AT1G47530 (REPRESSED:PCHX) AT1G68670	-0.4	4.4E-02
AT1G47970 (INDUCED:PCHX) AT1G68670	0.4	5.5E-02
AT1G48260 (INDUCED:PCHX) AT1G68670	0.7	4.1E-03
AT1G48410 (REPRESSED:PCHX) AT1G68670	-0.2	8.9E-02
AT1G48630 (INDUCED:PCHX) AT1G68670	0.6	1.5E-03
AT1G48850 (REPRESSED:PCHX) AT1G68670	-0.6	3.1E-06
AT1G48920 (INDUCED:PCHX) AT1G68670	0.3	5.2E-02
AT1G49450 (REPRESSED:PCHX) AT1G68670	-0.5	4.0E-03
AT1G49500 (INDUCED:PCHX) AT1G68670	0.9	1.9E-04
AT1G49540 (INDUCED:PCHX) AT1G68670	0.4	9.4E-02
AT1G49670 (REPRESSED:PCHX) AT1G68670	-0.3	1.2E-02
AT1G49740 (REPRESSED:PCHX) AT1G68670	-0.5	1.9E-02
AT1G49820 (REPRESSED:PCHX) AT1G68670	-0.4	6.8E-02
AT1G49900 (INDUCED:PCHX) AT1G68670	0.7	1.2E-03
AT1G50400 (INDUCED:PCHX) AT1G68670	0.5	5.1E-02
AT1G50750 (REPRESSED:PCHX) AT1G68670	-0.3	3.2E-02
AT1G50920 (INDUCED:PCHX) AT1G68670	0.4	6.4E-03
AT1G51060 (INDUCED:PCHX) AT1G68670	0.5	7.2E-04
AT1G51090 (REPRESSED:PCHX) AT1G68670	-0.7	4.9E-05
AT1G51270 (INDUCED:PCHX) AT1G68670	0.8	4.8E-03
AT1G51420 (INDUCED:PCHX) AT1G68670	0.7	6.4E-04
AT1G51680 (REPRESSED:PCHX) AT1G68670	-0.5	8.5E-04
AT1G51820 (INDUCED:PCHX) AT1G68670	0.6	8.7E-02
AT1G51850 (INDUCED:PCHX) AT1G68670	0.8	1.2E-02
AT1G52890 (REPRESSED:PCHX) AT1G68670	-0.3	6.4E-02
AT1G53210 (REPRESSED:PCHX) AT1G68670	-0.6	5.6E-06
AT1G53280 (REPRESSED:PCHX) AT1G68670	-0.5	3.8E-04
AT1G53310 (REPRESSED:PCHX) AT1G68670	-0.4	1.2E-02
AT1G53440 (REPRESSED:PCHX) AT1G68670	-0.4	2.6E-02
AT1G53570 (REPRESSED:PCHX) AT1G68670	-0.3	6.5E-02
AT1G53700 (INDUCED:PCHX) AT1G68670	1.9	4.3E-12
AT1G53830 (INDUCED:PCHX) AT1G68670	0.6	6.3E-03
AT1G54120 (INDUCED:PCHX) AT1G68670	1.3	7.0E-06
AT1G54220 (REPRESSED:PCHX) AT1G68670	-0.4	6.4E-02
AT1G55360 (REPRESSED:PCHX) AT1G68670	-0.5	5.5E-03
AT1G55810 (INDUCED:PCHX) AT1G68670	0.6	2.9E-02
AT1G55850 (INDUCED:PCHX) AT1G68670	0.4	1.4E-02
AT1G56110 (INDUCED:PCHX) AT1G68670	0.4	1.7E-02
AT1G56230 (REPRESSED:PCHX) AT1G68670	-0.4	2.6E-02
AT1G56340 (REPRESSED:PCHX) AT1G68670	-0.3	6.5E-02
AT1G56510 (REPRESSED:PCHX) AT1G68670	-0.4	2.6E-02
AT1G57820 (INDUCED:PCHX) AT1G68670	0.7	4.8E-02
AT1G58080 (REPRESSED:PCHX) AT1G68670	-0.4	9.0E-03
AT1G58250 (REPRESSED:PCHX) AT1G68670	-0.3	4.7E-02
AT1G58370 (INDUCED:PCHX) AT1G68670	0.7	5.9E-02
AT1G58410 (REPRESSED:PCHX) AT1G68670	-0.4	2.7E-03
AT1G59620 (REPRESSED:PCHX) AT1G68670	-0.4	7.1E-02
AT1G59740 (REPRESSED:PCHX) AT1G68670	-1.4	1.4E-49
AT1G59870 (REPRESSED:PCHX) AT1G68670	-0.4	1.9E-03
AT1G59900 (REPRESSED:PCHX) AT1G68670	-0.4	2.1E-04
AT1G60070 (REPRESSED:PCHX) AT1G68670	-0.4	6.2E-02
AT1G60140 (REPRESSED:PCHX) AT1G68670	-0.3	7.7E-02
AT1G60710 (REPRESSED:PCHX) AT1G68670	-0.7	1.5E-09
AT1G60810 (INDUCED:PCHX) AT1G68670	1.0	3.9E-04
AT1G61120 (INDUCED:PCHX) AT1G68670	0.7	9.5E-05
AT1G61290 (REPRESSED:PCHX) AT1G68670	-0.3	7.0E-02
AT1G61360 (REPRESSED:PCHX) AT1G68670	-0.6	8.4E-05
AT1G61610 (REPRESSED:PCHX) AT1G68670	-0.4	8.3E-02
AT1G61660 (REPRESSED:PCHX) AT1G68670	-1.0	9.6E-21
AT1G61820 (REPRESSED:PCHX) AT1G68670	-0.4	1.7E-03
AT1G62180 (INDUCED:PCHX) AT1G68670	0.8	1.9E-03
AT1G62320 (REPRESSED:PCHX) AT1G68670	-0.3	8.6E-02
AT1G62330 (REPRESSED:PCHX) AT1G68670	-0.5	5.3E-02
AT1G62400 (INDUCED:PCHX) AT1G68670	0.7	6.5E-02
AT1G63030 (REPRESSED:PCHX) AT1G68670	-0.6	1.2E-04
AT1G63070 (REPRESSED:PCHX) AT1G68670	-0.9	4.9E-04
AT1G63290 (REPRESSED:PCHX) AT1G68670	-0.4	6.0E-02
AT1G63310 (INDUCED:PCHX) AT1G68670	1.2	4.9E-06
AT1G63530 (INDUCED:PCHX) AT1G68670	0.6	1.5E-06
AT1G63770 (REPRESSED:PCHX) AT1G68670	-0.3	3.0E-02
AT1G63940 (REPRESSED:PCHX) AT1G68670	-0.3	4.8E-02
AT1G64060 (REPRESSED:PCHX) AT1G68670	-0.3	3.4E-02
AT1G64390 (REPRESSED:PCHX) AT1G68670	-0.5	2.3E-02
AT1G64530 (REPRESSED:PCHX) AT1G68670	-0.5	6.1E-05
AT1G64940 (INDUCED:PCHX) AT1G68670	0.7	1.2E-04
AT1G65390 (REPRESSED:PCHX) AT1G68670	-0.7	1.8E-04
AT1G65570 (INDUCED:PCHX) AT1G68670	0.7	7.9E-02
AT1G65730 (REPRESSED:PCHX) AT1G68670	-0.7	8.8E-09
AT1G65930 (REPRESSED:PCHX) AT1G68670	-0.4	1.9E-02
AT1G66170 (REPRESSED:PCHX) AT1G68670	-0.3	3.7E-02
AT1G66200 (INDUCED:PCHX) AT1G68670	0.3	6.1E-02
AT1G66240 (REPRESSED:PCHX) AT1G68670	-0.4	2.1E-02
AT1G66470 (INDUCED:PCHX) AT1G68670	1.9	1.9E-27
AT1G66580 (INDUCED:PCHX) AT1G68670	0.3	8.9E-02
AT1G66880 (REPRESSED:PCHX) AT1G68670	-0.4	1.4E-02
AT1G67120 (INDUCED:PCHX) AT1G68670	0.4	4.3E-02
AT1G67430 (INDUCED:PCHX) AT1G68670	0.3	2.8E-02
AT1G67720 (REPRESSED:PCHX) AT1G68670	-0.4	1.2E-02
AT1G67890 (REPRESSED:PCHX) AT1G68670	-0.3	8.5E-02
AT1G67930 (REPRESSED:PCHX) AT1G68670	-0.4	4.0E-02
AT1G68450 (INDUCED:PCHX) AT1G68670	1.0	1.2E-03
AT1G68500 (REPRESSED:PCHX) AT1G68670	-0.5	1.4E-02
AT1G68530 (INDUCED:PCHX) AT1G68670	0.9	1.2E-03
AT1G68560 (INDUCED:PCHX) AT1G68670	0.7	3.7E-02
AT1G68820 (INDUCED:PCHX) AT1G68670	0.3	4.5E-02
AT1G69040 (REPRESSED:PCHX) AT1G68670	-0.6	6.0E-06
AT1G69490 (REPRESSED:PCHX) AT1G68670	-0.6	1.2E-07
AT1G69530 (INDUCED:PCHX) AT1G68670	0.4	7.5E-02
AT1G70130 (REPRESSED:PCHX) AT1G68670	-0.5	2.4E-07
AT1G70230 (REPRESSED:PCHX) AT1G68670	-0.7	5.3E-02
AT1G70420 (INDUCED:PCHX) AT1G68670	0.7	2.0E-04
AT1G70690 (INDUCED:PCHX) AT1G68670	0.8	1.8E-02
AT1G70730 (REPRESSED:PCHX) AT1G68670	-0.3	2.3E-02
AT1G71040 (REPRESSED:PCHX) AT1G68670	-0.6	2.0E-06
AT1G71050 (REPRESSED:PCHX) AT1G68670	-0.5	6.1E-02
AT1G71140 (INDUCED:PCHX) AT1G68670	0.5	5.5E-02
AT1G71400 (REPRESSED:PCHX) AT1G68670	-0.4	1.4E-02
AT1G71450 (REPRESSED:PCHX) AT1G68670	-0.9	1.1E-08
AT1G72040 (INDUCED:PCHX) AT1G68670	0.5	3.3E-02
AT1G72160 (REPRESSED:PCHX) AT1G68670	-0.5	8.7E-05
AT1G72200 (INDUCED:PCHX) AT1G68670	0.7	1.8E-02
AT1G72520 (REPRESSED:PCHX) AT1G68670	-0.6	1.5E-07
AT1G72800 (INDUCED:PCHX) AT1G68670	0.7	2.3E-05
AT1G72810 (INDUCED:PCHX) AT1G68670	0.5	9.3E-03
AT1G72940 (REPRESSED:PCHX) AT1G68670	-0.5	6.9E-03
AT1G72960 (INDUCED:PCHX) AT1G68670	0.8	4.4E-03
AT1G73080 (REPRESSED:PCHX) AT1G68670	-0.5	1.1E-06
AT1G73250 (INDUCED:PCHX) AT1G68670	0.7	6.9E-03
AT1G73340 (INDUCED:PCHX) AT1G68670	1.1	5.8E-07
AT1G73590 (REPRESSED:PCHX) AT1G68670	-0.5	9.3E-03
AT1G73920 (REPRESSED:PCHX) AT1G68670	-0.3	1.2E-02
AT1G74030 (REPRESSED:PCHX) AT1G68670	-0.4	8.4E-03
AT1G74390 (REPRESSED:PCHX) AT1G68670	-0.3	2.4E-02
AT1G74400 (REPRESSED:PCHX) AT1G68670	-0.4	4.2E-02
AT1G74430 (REPRESSED:PCHX) AT1G68670	-0.5	8.4E-03
AT1G74650 (INDUCED:PCHX) AT1G68670	0.9	7.7E-03
AT1G74660 (REPRESSED:PCHX) AT1G68670	-0.6	2.4E-02
AT1G75200 (INDUCED:PCHX) AT1G68670	0.3	8.2E-02
AT1G75330 (REPRESSED:PCHX) AT1G68670	-0.3	3.4E-02
AT1G75600 (INDUCED:PCHX) AT1G68670	1.7	9.2E-18
AT1G75690 (INDUCED:PCHX) AT1G68670	0.6	3.0E-02
AT1G75710 (INDUCED:PCHX) AT1G68670	0.6	9.7E-02
AT1G75810 (INDUCED:PCHX) AT1G68670	0.5	5.2E-02
AT1G76040 (REPRESSED:PCHX) AT1G68670	-0.4	6.5E-03
AT1G76090 (INDUCED:PCHX) AT1G68670	0.7	3.5E-02
AT1G76160 (REPRESSED:PCHX) AT1G68670	-0.3	1.5E-02
AT1G76220 (INDUCED:PCHX) AT1G68670	0.6	9.3E-02
AT1G76240 (INDUCED:PCHX) AT1G68670	1.4	4.4E-26
AT1G76350 (REPRESSED:PCHX) AT1G68670	-0.4	8.2E-02
AT1G76620 (INDUCED:PCHX) AT1G68670	0.8	1.4E-03
AT1G76930 (REPRESSED:PCHX) AT1G68670	-0.5	1.7E-03
AT1G77000 (INDUCED:PCHX) AT1G68670	0.7	6.1E-05
AT1G77770 (INDUCED:PCHX) AT1G68670	0.6	4.0E-04
AT1G77840 (INDUCED:PCHX) AT1G68670	0.5	2.3E-03
AT1G78000 (INDUCED:PCHX) AT1G68670	0.8	6.5E-06
AT1G78340 (INDUCED:PCHX) AT1G68670	0.8	7.3E-05
AT1G78380 (INDUCED:PCHX) AT1G68670	0.4	9.1E-04
AT1G78490 (INDUCED:PCHX) AT1G68670	0.7	2.7E-02
AT1G78580 (REPRESSED:PCHX) AT1G68670	-0.3	5.4E-02
AT1G78720 (INDUCED:PCHX) AT1G68670	0.8	9.2E-03
AT1G78900 (REPRESSED:PCHX) AT1G68670	-0.3	1.7E-02
AT1G79550 (REPRESSED:PCHX) AT1G68670	-0.4	3.9E-04
AT1G79680 (REPRESSED:PCHX) AT1G68670	-0.6	5.4E-02
AT1G79990 (REPRESSED:PCHX) AT1G68670	-0.4	1.5E-02
AT1G80110 (INDUCED:PCHX) AT1G68670	0.4	3.3E-02
AT1G80440 (INDUCED:PCHX) AT1G68670	1.0	1.7E-16
AT1G80660 (INDUCED:PCHX) AT1G68670	1.4	1.9E-22
AT1G80670 (INDUCED:PCHX) AT1G68670	0.8	2.1E-11
AT1G80750 (INDUCED:PCHX) AT1G68670	0.4	6.9E-02
AT2G01140 (REPRESSED:PCHX) AT1G68670	-0.5	3.3E-04
AT2G01350 (REPRESSED:PCHX) AT1G68670	-0.5	1.3E-04
AT2G02020 (INDUCED:PCHX) AT1G68670	0.6	7.1E-02
AT2G02250 (INDUCED:PCHX) AT1G68670	1.2	3.7E-11
AT2G02390 (REPRESSED:PCHX) AT1G68670	-0.4	3.4E-04
AT2G02630 (INDUCED:PCHX) AT1G68670	1.4	7.9E-07
AT2G02800 (REPRESSED:PCHX) AT1G68670	-0.3	2.9E-02
AT2G02860 (REPRESSED:PCHX) AT1G68670	-0.3	9.5E-02
AT2G03220 (REPRESSED:PCHX) AT1G68670	-0.6	9.5E-06
AT2G03470 (INDUCED:PCHX) AT1G68670	0.3	7.5E-02
AT2G03680 (REPRESSED:PCHX) AT1G68670	-0.4	9.7E-02
AT2G03730 (REPRESSED:PCHX) AT1G68670	-0.3	6.1E-02
AT2G03750 (INDUCED:PCHX) AT1G68670	1.1	7.6E-04
AT2G04350 (REPRESSED:PCHX) AT1G68670	-0.3	1.1E-02
AT2G04680 (INDUCED:PCHX) AT1G68670	0.7	3.5E-02
AT2G05830 (REPRESSED:PCHX) AT1G68670	-0.4	7.4E-03
AT2G05920 (REPRESSED:PCHX) AT1G68670	-0.5	5.6E-04
AT2G06520 (REPRESSED:PCHX) AT1G68670	-0.4	1.6E-02
AT2G12190 (INDUCED:PCHX) AT1G68670	0.5	2.6E-02
AT2G12400 (REPRESSED:PCHX) AT1G68670	-0.3	3.4E-02
AT2G13560 (REPRESSED:PCHX) AT1G68670	-0.4	1.7E-02
AT2G14170 (REPRESSED:PCHX) AT1G68670	-0.3	5.6E-02
AT2G14290 (REPRESSED:PCHX) AT1G68670	-0.4	3.4E-02
AT2G14620 (INDUCED:PCHX) AT1G68670	1.5	4.3E-08
AT2G14960 (INDUCED:PCHX) AT1G68670	0.5	4.9E-03
